subject,relation,ablate_cond,ablate_band,ablate_positions,restore_pos,restore_pos_token,restore_pos_is_subject,restore_layer,span_logp_ablated,recovery_frac,span_logp_clean,span_logp_cond,delta_span_logp,span_lp_per_token,content_logp_cond,delta_content_logp,rank_content_under_cond,content_top1_changed,content_top1_cond,kl_first_token
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,4,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,4,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,4,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,4,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,4,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,5,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,6,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,6,-7.5107,0.9437,-3.3744,-3.6072,-0.2328,-0.227|-0.084|-1.269|-2.026,-0.2272,-0.0353,1,0, South,0.0305
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,6,-7.5107,-0.2389,-3.3744,-8.4989,-5.1245,-1.033|-0.129|-1.409|-5.927,-1.0328,-0.8409,1,0, South,0.5734
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,6,-7.5107,-0.0397,-3.3744,-7.6748,-4.3004,-1.094|-0.149|-1.372|-5.059,-1.0941,-0.9022,1,0, South,0.6208
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,6,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,6,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,6,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,6,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,6,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,6,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,7,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,7,-7.5107,0.9137,-3.3744,-3.7313,-0.3569,-0.229|-0.092|-1.262|-2.148,-0.2291,-0.0372,1,0, South,0.0316
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,7,-7.5107,0.031,-3.3744,-7.3824,-4.008,-0.959|-0.131|-1.407|-4.886,-0.9589,-0.7671,1,0, South,0.5165
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,7,-7.5107,0.0168,-3.3744,-7.4412,-4.0668,-1.159|-0.131|-1.457|-4.695,-1.1586,-0.9668,1,0, South,0.6714
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,7,-7.5107,0.254,-3.3744,-6.4602,-3.0858,-0.383|-0.123|-1.345|-4.609,-0.3833,-0.1914,1,0, South,0.1217
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,7,-7.5107,-0.2729,-3.3744,-8.6395,-5.2651,-0.999|-0.129|-1.420|-6.092,-0.9986,-0.8068,1,0, South,0.5486
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,7,-7.5107,-0.0074,-3.3744,-7.5414,-4.167,-1.088|-0.140|-1.421|-4.893,-1.0884,-0.8965,1,0, South,0.6142
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,7,-7.5107,0.0021,-3.3744,-7.5022,-4.1278,-1.035|-0.125|-1.425|-4.917,-1.0346,-0.8428,1,0, South,0.5736
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,7,-7.5107,0.0084,-3.3744,-7.4759,-4.1015,-0.994|-0.129|-1.409|-4.944,-0.9943,-0.8025,1,0, South,0.5439
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,7,-7.5107,0.1674,-3.3744,-6.8183,-3.4439,-0.607|-0.126|-1.371|-4.714,-0.6073,-0.4155,1,0, South,0.2527
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,8,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,8,-7.5107,0.9421,-3.3744,-3.6138,-0.2395,-0.210|-0.106|-1.255|-2.044,-0.2097,-0.0179,1,0, South,0.019
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,8,-7.5107,0.2957,-3.3744,-6.2876,-2.9132,-0.586|-0.122|-1.332|-4.248,-0.5859,-0.394,1,0, South,0.2485
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,8,-7.5107,0.0168,-3.3744,-7.4413,-4.0669,-1.191|-0.100|-1.357|-4.793,-1.1907,-0.9989,1,0, South,0.6816
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,8,-7.5107,0.1571,-3.3744,-6.861,-3.4866,-0.871|-0.136|-1.314|-4.541,-0.871,-0.6791,1,0, South,0.446
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,8,-7.5107,0.0442,-3.3744,-7.3278,-3.9535,-0.906|-0.131|-1.355|-4.935,-0.9061,-0.7143,1,0, South,0.4729
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,8,-7.5107,0.0126,-3.3744,-7.4586,-4.0842,-1.034|-0.129|-1.421|-4.875,-1.0341,-0.8423,1,0, South,0.5722
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,8,-7.5107,0.0609,-3.3744,-7.2587,-3.8843,-1.005|-0.129|-1.411|-4.713,-1.0052,-0.8134,1,0, South,0.5532
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,8,-7.5107,0.1598,-3.3744,-6.8498,-3.4754,-0.577|-0.137|-1.367|-4.769,-0.5772,-0.3853,1,0, South,0.231
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,8,-7.5107,0.2096,-3.3744,-6.6437,-3.2693,-0.225|-0.112|-1.325|-4.982,-0.225,-0.0331,1,0, South,0.0586
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,9,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,9,-7.5107,0.9339,-3.3744,-3.6477,-0.2733,-0.211|-0.101|-1.291|-2.044,-0.2114,-0.0195,1,0, South,0.0234
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,9,-7.5107,0.1505,-3.3744,-6.8882,-3.5138,-0.991|-0.121|-1.430|-4.346,-0.9906,-0.7987,1,0, South,0.5426
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,9,-7.5107,0.1322,-3.3744,-6.964,-3.5896,-0.662|-0.107|-1.375|-4.820,-0.6619,-0.47,1,0, South,0.2968
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,9,-7.5107,0.2458,-3.3744,-6.4941,-3.1197,-0.513|-0.117|-1.312|-4.552,-0.5127,-0.3208,1,0, South,0.1867
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,9,-7.5107,0.1996,-3.3744,-6.6849,-3.3105,-0.529|-0.129|-1.328|-4.699,-0.5288,-0.337,1,0, South,0.2003
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,9,-7.5107,-0.211,-3.3744,-8.3835,-5.0092,-1.042|-0.122|-1.398|-5.821,-1.0416,-0.8497,1,0, South,0.5789
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,9,-7.5107,0.0574,-3.3744,-7.2732,-3.8988,-1.036|-0.122|-1.385|-4.730,-1.036,-0.8441,1,0, South,0.5761
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,9,-7.5107,0.1821,-3.3744,-6.7575,-3.3831,-0.507|-0.141|-1.371|-4.739,-0.5072,-0.3153,1,0, South,0.1894
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,9,-7.5107,0.1987,-3.3744,-6.6888,-3.3144,-0.247|-0.112|-1.343|-4.987,-0.2465,-0.0547,1,0, South,0.061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,10,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,10,-7.5107,0.9139,-3.3744,-3.7304,-0.3561,-0.231|-0.107|-1.252|-2.140,-0.2305,-0.0387,1,0, South,0.0261
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,10,-7.5107,0.3216,-3.3744,-6.1803,-2.8059,-0.489|-0.116|-1.331|-4.244,-0.4893,-0.2974,1,0, South,0.182
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,10,-7.5107,0.0591,-3.3744,-7.2662,-3.8918,-0.986|-0.112|-1.362|-4.806,-0.9861,-0.7942,1,0, South,0.5333
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,10,-7.5107,0.2789,-3.3744,-6.3569,-2.9825,-0.407|-0.118|-1.299|-4.532,-0.4075,-0.2156,1,0, South,0.1227
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,10,-7.5107,0.1585,-3.3744,-6.855,-3.4806,-0.511|-0.129|-1.338|-4.877,-0.5106,-0.3188,1,0, South,0.1907
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,10,-7.5107,-0.2287,-3.3744,-8.4568,-5.0824,-1.084|-0.128|-1.422|-5.823,-1.084,-0.8921,1,0, South,0.6124
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,10,-7.5107,0.0389,-3.3744,-7.3499,-3.9755,-1.045|-0.132|-1.421|-4.752,-1.0449,-0.853,1,0, South,0.5836
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,10,-7.5107,0.2017,-3.3744,-6.6765,-3.3021,-0.427|-0.119|-1.369|-4.761,-0.4273,-0.2354,1,0, South,0.1419
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,10,-7.5107,0.2413,-3.3744,-6.5125,-3.1381,-0.248|-0.113|-1.376|-4.775,-0.2485,-0.0566,1,0, South,0.0611
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,11,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,11,-7.5107,0.9095,-3.3744,-3.7486,-0.3743,-0.226|-0.108|-1.275|-2.139,-0.2259,-0.034,1,0, South,0.0266
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,11,-7.5107,0.3075,-3.3744,-6.2386,-2.8642,-0.490|-0.124|-1.347|-4.278,-0.4897,-0.2979,1,0, South,0.1816
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,11,-7.5107,0.0243,-3.3744,-7.4103,-4.0359,-1.024|-0.112|-1.393|-4.881,-1.024,-0.8322,1,0, South,0.5655
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,11,-7.5107,0.3151,-3.3744,-6.2073,-2.8329,-0.362|-0.116|-1.276|-4.453,-0.3619,-0.17,1,0, South,0.0997
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,11,-7.5107,0.1874,-3.3744,-6.7355,-3.3611,-0.536|-0.128|-1.326|-4.746,-0.5356,-0.3437,1,0, South,0.2048
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,11,-7.5107,0.0604,-3.3744,-7.2609,-3.8865,-1.079|-0.124|-1.408|-4.649,-1.0792,-0.8873,1,0, South,0.6072
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,11,-7.5107,0.0068,-3.3744,-7.4826,-4.1082,-1.037|-0.128|-1.425|-4.893,-1.0369,-0.845,1,0, South,0.578
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,11,-7.5107,0.1836,-3.3744,-6.7513,-3.3769,-0.406|-0.122|-1.373|-4.850,-0.4064,-0.2146,1,0, South,0.1324
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,11,-7.5107,0.2647,-3.3744,-6.416,-3.0416,-0.243|-0.119|-1.375|-4.680,-0.2426,-0.0508,1,0, South,0.0584
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,12,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,12,-7.5107,0.9008,-3.3744,-3.7846,-0.4102,-0.230|-0.110|-1.261|-2.184,-0.2298,-0.0379,1,0, South,0.0269
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,12,-7.5107,0.3144,-3.3744,-6.2104,-2.836,-0.492|-0.130|-1.332|-4.256,-0.4924,-0.3006,1,0, South,0.1834
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,12,-7.5107,0.0917,-3.3744,-7.1316,-3.7572,-0.835|-0.115|-1.365|-4.817,-0.8348,-0.6429,1,0, South,0.4244
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,12,-7.5107,0.3081,-3.3744,-6.2361,-2.8617,-0.413|-0.107|-1.261|-4.456,-0.4125,-0.2207,1,0, South,0.1262
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,12,-7.5107,0.1438,-3.3744,-6.9161,-3.5417,-0.536|-0.133|-1.337|-4.910,-0.5359,-0.344,1,0, South,0.205
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,12,-7.5107,0.0089,-3.3744,-7.4739,-4.0995,-1.050|-0.126|-1.416|-4.882,-1.0497,-0.8579,1,0, South,0.5835
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,12,-7.5107,0.07,-3.3744,-7.2212,-3.8468,-1.032|-0.125|-1.434|-4.631,-1.0321,-0.8403,1,0, South,0.5723
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,12,-7.5107,0.1885,-3.3744,-6.7311,-3.3568,-0.389|-0.117|-1.340|-4.886,-0.3886,-0.1968,1,0, South,0.1258
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,12,-7.5107,0.2448,-3.3744,-6.4983,-3.1239,-0.234|-0.116|-1.374|-4.774,-0.2341,-0.0423,1,0, South,0.0554
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,13,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,13,-7.5107,0.8482,-3.3744,-4.0023,-0.6279,-0.234|-0.118|-1.287|-2.364,-0.234,-0.0421,1,0, South,0.0279
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,13,-7.5107,0.2763,-3.3744,-6.3679,-2.9935,-0.592|-0.129|-1.347|-4.300,-0.5917,-0.3998,1,0, South,0.2513
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,13,-7.5107,0.0673,-3.3744,-7.2323,-3.8579,-0.927|-0.109|-1.396|-4.801,-0.9265,-0.7346,1,0, South,0.4924
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,13,-7.5107,0.2906,-3.3744,-6.3087,-2.9343,-0.419|-0.117|-1.278|-4.495,-0.4186,-0.2267,1,0, South,0.1263
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,13,-7.5107,-0.1191,-3.3744,-8.0032,-4.6288,-0.531|-0.133|-1.296|-6.043,-0.5314,-0.3395,1,0, South,0.2011
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,13,-7.5107,0.059,-3.3744,-7.2666,-3.8922,-1.015|-0.128|-1.362|-4.762,-1.0149,-0.8231,1,0, South,0.5573
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,13,-7.5107,-0.2411,-3.3744,-8.5081,-5.1337,-1.039|-0.122|-1.431|-5.917,-1.0388,-0.847,1,0, South,0.5775
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,13,-7.5107,0.1542,-3.3744,-6.8728,-3.4984,-0.423|-0.123|-1.381|-4.946,-0.423,-0.2312,1,0, South,0.1405
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,13,-7.5107,0.257,-3.3744,-6.4477,-3.0733,-0.232|-0.119|-1.375|-4.721,-0.2323,-0.0405,1,0, South,0.0548
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,14,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,14,-7.5107,0.8813,-3.3744,-3.8654,-0.491,-0.274|-0.106|-1.344|-2.141,-0.2744,-0.0825,1,0, South,0.0416
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,14,-7.5107,0.2088,-3.3744,-6.6471,-3.2727,-0.677|-0.124|-1.376|-4.470,-0.6767,-0.4849,1,0, South,0.3074
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,14,-7.5107,0.0699,-3.3744,-7.2214,-3.847,-0.796|-0.106|-1.375|-4.944,-0.7956,-0.6038,1,0, South,0.3958
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,14,-7.5107,0.266,-3.3744,-6.4106,-3.0362,-0.500|-0.129|-1.315|-4.467,-0.4998,-0.308,1,0, South,0.1728
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,14,-7.5107,0.0711,-3.3744,-7.2166,-3.8422,-0.850|-0.139|-1.393|-4.835,-0.8501,-0.6582,1,0, South,0.4313
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,14,-7.5107,-0.2202,-3.3744,-8.4216,-5.0473,-0.995|-0.126|-1.385|-5.916,-0.9951,-0.8032,1,0, South,0.542
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,14,-7.5107,0.0512,-3.3744,-7.2987,-3.9243,-1.031|-0.128|-1.389|-4.750,-1.0315,-0.8396,1,0, South,0.5735
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,14,-7.5107,0.1899,-3.3744,-6.7252,-3.3508,-0.446|-0.112|-1.396|-4.771,-0.4462,-0.2543,1,0, South,0.1511
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,14,-7.5107,0.3026,-3.3744,-6.259,-2.8847,-0.176|-0.100|-1.336|-4.647,-0.1757,0.0162,1,0, South,0.0296
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,15,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,15,-7.5107,0.7607,-3.3744,-4.3644,-0.99,-0.291|-0.105|-1.261|-2.708,-0.2907,-0.0989,1,0, South,0.0568
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,15,-7.5107,0.01,-3.3744,-7.4695,-4.0951,-0.999|-0.126|-1.402|-4.942,-0.9993,-0.8074,1,0, South,0.5473
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,15,-7.5107,0.0669,-3.3744,-7.2341,-3.8597,-0.798|-0.104|-1.401|-4.932,-0.7977,-0.6059,1,0, South,0.3964
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,15,-7.5107,0.1271,-3.3744,-6.9848,-3.6104,-0.991|-0.134|-1.318|-4.542,-0.9913,-0.7994,1,0, South,0.5253
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,15,-7.5107,0.07,-3.3744,-7.2211,-3.8467,-0.893|-0.140|-1.371|-4.818,-0.8926,-0.7008,1,0, South,0.4599
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,15,-7.5107,0.0582,-3.3744,-7.2699,-3.8956,-0.996|-0.128|-1.382|-4.763,-0.9963,-0.8044,1,0, South,0.5414
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,15,-7.5107,-0.0125,-3.3744,-7.5626,-4.1882,-1.031|-0.123|-1.434|-4.975,-1.0308,-0.8389,1,0, South,0.5716
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,15,-7.5107,0.1659,-3.3744,-6.8244,-3.45,-0.433|-0.123|-1.395|-4.872,-0.4331,-0.2412,1,0, South,0.1374
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,15,-7.5107,0.2703,-3.3744,-6.3927,-3.0183,-0.174|-0.092|-1.349|-4.777,-0.1745,0.0174,1,0, South,0.0231
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,16,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,16,-7.5107,0.1298,-3.3744,-6.974,-3.5996,-0.989|-0.126|-1.402|-4.458,-0.9887,-0.7968,1,0, South,0.5366
Nelson Mandela,birth_country,name_lens,6-8,subject_all,2,son,1,16,-7.5107,-0.25,-3.3744,-8.5447,-5.1703,-1.025|-0.128|-1.409|-5.982,-1.0245,-0.8326,1,0, South,0.5654
Nelson Mandela,birth_country,name_lens,6-8,subject_all,3, Mandela,1,16,-7.5107,0.0716,-3.3744,-7.2144,-3.84,-0.816|-0.110|-1.402|-4.886,-0.8164,-0.6246,1,0, South,0.416
Nelson Mandela,birth_country,name_lens,6-8,subject_all,4, was,0,16,-7.5107,0.1057,-3.3744,-7.0737,-3.6993,-1.030|-0.126|-1.366|-4.552,-1.0298,-0.8379,1,0, South,0.5532
Nelson Mandela,birth_country,name_lens,6-8,subject_all,5, born,0,16,-7.5107,0.0514,-3.3744,-7.2979,-3.9236,-0.987|-0.137|-1.350|-4.825,-0.9872,-0.7953,1,0, South,0.5307
Nelson Mandela,birth_country,name_lens,6-8,subject_all,6, in,0,16,-7.5107,0.0525,-3.3744,-7.2936,-3.9192,-0.991|-0.128|-1.412|-4.762,-0.991,-0.7992,1,0, South,0.539
Nelson Mandela,birth_country,name_lens,6-8,subject_all,7, the,0,16,-7.5107,0.05,-3.3744,-7.3038,-3.9294,-1.034|-0.129|-1.392|-4.749,-1.0338,-0.8419,1,0, South,0.5747
Nelson Mandela,birth_country,name_lens,6-8,subject_all,8, country,0,16,-7.5107,0.1443,-3.3744,-6.9139,-3.5396,-0.529|-0.134|-1.389|-4.861,-0.5289,-0.337,1,0, South,0.1871
Nelson Mandela,birth_country,name_lens,6-8,subject_all,9, of,0,16,-7.5107,0.284,-3.3744,-6.336,-2.9616,-0.158|-0.092|-1.361|-4.725,-0.1579,0.034,1,0, South,0.0215
Nelson Mandela,birth_country,name_lens,6-8,subject_all,0,<|startoftext|>,0,17,-7.5107,0.0,-3.3744,-7.5107,-4.1363,-1.079|-0.136|-1.410|-4.886,-1.0785,-0.8867,1,0, South,0.6061
Nelson Mandela,birth_country,name_lens,6-8,subject_all,1,Nel,1,17,-7.5107,0.1066,-3.3744,-7.0699,-3.6955,-1.029|-0.134|-1.427|-4.480,-1.0286,-0.8367,1,0, South,0.5674
