side,rank,token_id,token,token_string,cosine,unembedding_norm,dot_product
negative,92,117148, gays,Ġgays,-0.08968698978424072,0.31375932693481445,-0.028140205889940262
negative,93,58996,การพนัน,à¸ģà¸²à¸£à¸ŀà¸Ļà¸±à¸Ļ,-0.08952922374010086,0.20457720756530762,-0.018315687775611877
negative,94,147951, Gobolka,ĠGobolka,-0.08946692943572998,0.17419995367527008,-0.015585178509354591
negative,95,16990, જે,Ġàªľà«ĩ,-0.08904802054166794,0.17542791366577148,-0.015621548518538475
negative,96,31505,(the,(the,-0.08887242525815964,0.26761558651924133,-0.02378370426595211
negative,97,144219,"®

",Â®ĊĊ,-0.08874392509460449,0.2940294146537781,-0.02609339728951454
negative,98,26703, Vietnam,ĠVietnam,-0.08870784193277359,0.283858984708786,-0.02518058381974697
negative,99,47786, Baltimore,ĠBaltimore,-0.08864955604076385,0.30208730697631836,-0.02677997760474682
negative,100,189017, بلوچستان,ĠØ¨ÙĦÙĪÚĨØ³ØªØ§ÙĨ,-0.08832230418920517,0.1771039217710495,-0.01564227044582367
negative,101,177567, Roedd,ĠRoedd,-0.08821293711662292,0.16257262229919434,-0.014341039583086967
negative,102,111677, ปลา,Ġà¸Ľà¸¥à¸²,-0.08820277452468872,0.18120107054710388,-0.015982475131750107
negative,103,200107,,,-0.08811097592115402,0.13453955948352814,-0.0118544427677989
negative,104,118852, থান,Ġà¦¥à¦¾à¦¨,-0.08794668316841125,0.2091619372367859,-0.01839514449238777
negative,105,147296,มนตรี,à¸¡à¸Ļà¸ķà¸£à¸µ,-0.08786740154027939,0.16701935231685638,-0.014675595797598362
negative,106,200096,,,-0.08785239607095718,0.1432366967201233,-0.01258371863514185
negative,107,176369, Newfoundland,ĠNewfoundland,-0.08779656141996384,0.30032649636268616,-0.026367703452706337
negative,108,5632,There,There,-0.08779419958591461,0.249003604054451,-0.021861128509044647
negative,109,52651, Marshall,ĠMarshall,-0.0877528116106987,0.34418126940727234,-0.03020295314490795
negative,110,61830, পুলিশ,Ġà¦ªà§ģà¦²à¦¿à¦¶,-0.08767431974411011,0.21933235228061676,-0.019229864701628685
negative,111,25542,"​

",âĢĭĊĊ,-0.08759480714797974,0.2977072298526764,-0.02607767842710018
negative,112,169019, Appalachian,ĠAppalachian,-0.08725328743457794,0.3039493262767792,-0.02652064710855484
negative,113,153939,	that,ĉthat,-0.0872211754322052,0.2639367878437042,-0.02302093245089054
negative,114,57879, మరియు,Ġà°®à°°à°¿à°¯à±ģ,-0.08707822859287262,0.17145933210849762,-0.014930414967238903
negative,115,184718,	RTDBG,ĉRTDBG,-0.08705628663301468,0.19244153797626495,-0.016753289848566055
negative,116,138509, Rifle,ĠRifle,-0.08705441653728485,0.32441794872283936,-0.028242088854312897
negative,117,111969, Vernon,ĠVernon,-0.08701522648334503,0.3440873622894287,-0.02994091436266899
negative,118,195325, (**,Ġ(**,-0.087003193795681,0.3247111737728119,-0.028250988572835922
negative,119,31082, Moreover,ĠMoreover,-0.08686446398496628,0.22595667839050293,-0.019627658650279045
negative,120,126730, Lieutenant,ĠLieutenant,-0.0866340845823288,0.2854171395301819,-0.02472691424190998
negative,121,141518, שהיה,Ġ×©×Ķ×Ļ×Ķ,-0.08656559139490128,0.2046850323677063,-0.0177187230437994
negative,122,122940, Winnipeg,ĠWinnipeg,-0.08656397461891174,0.2918333411216736,-0.025262320414185524
negative,123,92267, Frederick,ĠFrederick,-0.08654014766216278,0.30537933111190796,-0.02642764337360859
negative,124,124499,aupun,aupun,-0.08652529120445251,0.2672978639602661,-0.02312808483839035
negative,125,196320, Ermənistan,ĠErmÉĻnistan,-0.08643147349357605,0.15685342252254486,-0.013557104393839836
negative,126,65115, જેમાં,Ġàªľà«ĩàª®àª¾àªĤ,-0.08637403696775436,0.18252705037593842,-0.015765639021992683
negative,127,51800, Luther,ĠLuther,-0.08631951361894608,0.34282803535461426,-0.029592834413051605
negative,128,113988, પોલીસે,Ġàªªà«ĭàª²à«Ģàª¸à«ĩ,-0.08617246150970459,0.14750473201274872,-0.012710877694189548
negative,129,22466, Wenn,ĠWenn,-0.08615400642156601,0.1931319236755371,-0.01663913205265999
negative,130,178339,(Not,(Not,-0.0861407220363617,0.3181694746017456,-0.027407417073845863
negative,131,21412, Virginia,ĠVirginia,-0.08610348403453827,0.28596869111061096,-0.02462296560406685
negative,132,27671, Arizona,ĠArizona,-0.08606844395399094,0.28890126943588257,-0.024865347892045975
negative,133,140958, Edwin,ĠEdwin,-0.08603323996067047,0.3399163782596588,-0.029244188219308853
negative,134,132386, Anaheim,ĠAnaheim,-0.08597387373447418,0.3165037930011749,-0.027211129665374756
negative,135,816, и,ĠÐ¸,-0.08594956994056702,0.19712479412555695,-0.016942836344242096
negative,136,94638,Furthermore,Furthermore,-0.0859469622373581,0.22482505440711975,-0.0193230789154768
negative,137,1397,　,ãĢĢ,-0.08593754470348358,0.2576233446598053,-0.022139577195048332
negative,138,65400, arthritis,Ġarthritis,-0.08591217547655106,0.2718488276004791,-0.023355189710855484
negative,139,16087, которые,ĠÐºÐ¾ÑĤÐ¾ÑĢÑĭÐµ,-0.0859072357416153,0.19233542680740356,-0.016523052006959915
negative,140,39140, También,ĠTambiÃ©n,-0.0858989730477333,0.20695921778678894,-0.017777632921934128
negative,141,184633, Aruba,ĠAruba,-0.08580691367387772,0.3205835223197937,-0.027508361265063286
negative,142,195230,"‬

",âĢ¬ĊĊ,-0.08579820394515991,0.2010258287191391,-0.017247699201107025
negative,143,121790, שבה,Ġ×©×ĳ×Ķ,-0.08579577505588531,0.19567811489105225,-0.01678840070962906
negative,144,4873, და,ĠáĥĵáĥĲ,-0.08561203628778458,0.15449923276901245,-0.013227029703557491
negative,145,118999, Barber,ĠBarber,-0.08560847491025925,0.3521254062652588,-0.03014499694108963
negative,146,168120,(paren,(paren,-0.08558136969804764,0.27639684081077576,-0.023654483258724213
negative,147,167852, Asheville,ĠAsheville,-0.08557721972465515,0.2974334955215454,-0.0254535973072052
negative,148,175656, Corea,ĠCorea,-0.08536221832036972,0.30042457580566406,-0.025644972920417786
negative,149,159063, Congressman,ĠCongressman,-0.08534680306911469,0.2993406355381012,-0.025547834113240242
negative,150,9163, agus,Ġagus,-0.08529198914766312,0.2012961059808731,-0.01716899313032627
negative,151,123455, Sich,ĠSich,-0.08525485545396805,0.3306201100349426,-0.028187045827507973
negative,152,181022, alcoholism,Ġalcoholism,-0.08525139838457108,0.29984354972839355,-0.025562148541212082
negative,153,67430,"***

",***ĊĊ,-0.08514925092458725,0.2754952907562256,-0.02345827780663967
negative,154,77620, Glenn,ĠGlenn,-0.08511412888765335,0.33274057507514954,-0.028320997953414917
negative,155,50598, Pittsburgh,ĠPittsburgh,-0.08507091552019119,0.29727956652641296,-0.025289906188845634
negative,156,13980,which,which,-0.08502322435379028,0.24929818511009216,-0.021196188405156136
negative,157,24470, Donald,ĠDonald,-0.08502032607793808,0.3146918714046478,-0.026755280792713165
negative,158,119055, Panther,ĠPanther,-0.08497674763202667,0.3282080888748169,-0.027890127152204514
negative,159,54313, Myanmar,ĠMyanmar,-0.08481931686401367,0.27740684151649475,-0.023529520258307457
negative,160,121031, Manit,ĠManit,-0.08481711894273758,0.344497412443161,-0.02921934612095356
negative,161,196607, Omrop,ĠOmrop,-0.08479727059602737,0.14940595626831055,-0.01266925223171711
negative,162,163609,(Check,(Check,-0.08477290719747543,0.3137163817882538,-0.026594720780849457
negative,163,182255, শনিবার,Ġà¦¶à¦¨à¦¿à¦¬à¦¾à¦°,-0.08474142104387283,0.20113123953342438,-0.017044194042682648
negative,164,133122, Clint,ĠClint,-0.08467824757099152,0.3473486602306366,-0.029412951320409775
negative,165,53006,(**,(**,-0.08453410118818283,0.29548242688179016,-0.024978404864668846
negative,166,58791, Polize,ĠPolize,-0.08448372036218643,0.2751799523830414,-0.023248281329870224
negative,167,40649, Puerto,ĠPuerto,-0.08444629609584808,0.2980288565158844,-0.025167496874928474
negative,168,177679, وويل,ĠÙĪÙĪÙĬÙĦ,-0.08442212641239166,0.19116321206092834,-0.01613844744861126
negative,169,30418, যে,Ġà¦¯à§ĩ,-0.08437630534172058,0.20413056015968323,-0.01722382940351963
negative,170,74987,وقال,ÙĪÙĤØ§ÙĦ,-0.08436037600040436,0.18656818568706512,-0.01573900319635868
negative,171,76883, સરકાર,Ġàª¸àª°àªķàª¾àª°,-0.08435267955064774,0.19852301478385925,-0.01674599200487137
negative,172,4296, When,ĠWhen,-0.08412418514490128,0.2521780729293823,-0.021214334294199944
negative,173,55504, সরকার,Ġà¦¸à¦°à¦ķà¦¾à¦°,-0.08409100770950317,0.21683761477470398,-0.018234144896268845
negative,174,174017, અમેરિક,Ġàªħàª®à«ĩàª°àª¿àªķ,-0.08405613154172897,0.21184439957141876,-0.017806869000196457
negative,175,31983, Oregon,ĠOregon,-0.0839826688170433,0.2932772934436798,-0.02463027462363243
negative,176,6381, και,ĠÎºÎ±Î¹,-0.08396166563034058,0.17705528438091278,-0.014865897595882416
negative,177,182515, Arthritis,ĠArthritis,-0.08391398191452026,0.30389079451560974,-0.02550075389444828
negative,178,5551, However,ĠHowever,-0.08391094952821732,0.22804392874240875,-0.01913543976843357
negative,179,153262," 

",âĢ¨ĊĊ,-0.08380752056837082,0.25389695167541504,-0.021278532221913338
negative,180,74027, Jesse,ĠJesse,-0.08380541950464249,0.3217570185661316,-0.026965053752064705
negative,181,38090, Gay,ĠGay,-0.08376476913690567,0.3520891070365906,-0.029492737725377083
negative,182,75524,ોએ,à«ĭàªı,-0.08367256820201874,0.2149207890033722,-0.017983021214604378
negative,183,124470, Honolulu,ĠHonolulu,-0.08362423628568649,0.3019047975540161,-0.025246625766158104
negative,184,161564,"★

",âĺħĊĊ,-0.08353685587644577,0.24189071357250214,-0.020206846296787262
negative,185,106709, Malcolm,ĠMalcolm,-0.08349664509296417,0.3280811607837677,-0.027393745258450508
negative,186,111739, Wester,ĠWester,-0.08332759141921997,0.36237668991088867,-0.030196061357855797
negative,187,119631, проститут,ĠÐ¿ÑĢÐ¾ÑģÑĤÐ¸ÑĤÑĥÑĤ,-0.08325029164552689,0.18188390135765076,-0.015141927637159824
negative,188,93772, สิง,Ġà¸ªà¸´à¸ĩ,-0.08318430930376053,0.18548396229743958,-0.015429393388330936
negative,189,122656, พรรค,Ġà¸ŀà¸£à¸£à¸Ħ,-0.08316715806722641,0.17258280515670776,-0.014353257603943348
negative,190,53997, Kann,ĠKann,-0.08315669745206833,0.31446725130081177,-0.026150118559598923
negative,191,104808, Honduras,ĠHonduras,-0.08314099162817001,0.29503586888313293,-0.024529635906219482
negative,192,200000,<|reserved_200000|>,<|reserved_200000|>,-0.0831310823559761,0.10210640728473663,-0.008488239720463753
negative,193,136886, Obamacare,ĠObamacare,-0.08297370374202728,0.2708064019680023,-0.022469868883490562
negative,194,113266, Abbott,ĠAbbott,-0.08296460658311844,0.3484897017478943,-0.028912385925650597
negative,195,77688,William,William,-0.08294277638196945,0.283458411693573,-0.02351089008152485
negative,196,91230,(strcmp,(strcmp,-0.08294099569320679,0.286491721868515,-0.023761970922350883
negative,197,132041,۽,Û½,-0.0828937366604805,0.17660872638225555,-0.014639795757830143
negative,198,122995, Presbyter,ĠPresbyter,-0.08289049565792084,0.3255968987941742,-0.026988958939909935
negative,199,175438, lesbians,Ġlesbians,-0.0828421339392662,0.3104321360588074,-0.025716928765177727
negative,200,176930, การพนัน,Ġà¸ģà¸²à¸£à¸ŀà¸Ļà¸±à¸Ļ,-0.08283595740795135,0.17335167527198792,-0.014359792694449425
