side,rank,token_id,token,token_string,dot_product,cosine,unembedding_norm
negative,96,54795,"

  

",ĊĊĠĠĊĊ,-0.026873236522078514,-0.07330696284770966,0.36658409237861633
negative,97,76047, Lynn,ĠLynn,-0.026842093095183372,-0.07647288590669632,0.3510006070137024
negative,98,163563, Winnie,ĠWinnie,-0.02679818868637085,-0.07983814924955368,0.33565554022789
negative,99,47786, Baltimore,ĠBaltimore,-0.02677997760474682,-0.08864955604076385,0.30208730697631836
negative,100,159334, Coch,ĠCoch,-0.02677716128528118,-0.07584605365991592,0.353045254945755
negative,101,153752, Garland,ĠGarland,-0.026770832017064095,-0.07023418694734573,0.38116422295570374
negative,102,141891, Anad,ĠAnad,-0.02676135115325451,-0.0742858499288559,0.3602473735809326
negative,103,24470, Donald,ĠDonald,-0.026755280792713165,-0.08502032607793808,0.3146918714046478
negative,104,80627, Loren,ĠLoren,-0.02671906352043152,-0.07180852442979813,0.3720865845680237
negative,105,169582, Heming,ĠHeming,-0.02670079842209816,-0.07764258235692978,0.3438929319381714
negative,106,132336, Dund,ĠDund,-0.026698553934693336,-0.07363462448120117,0.3625805675983429
negative,107,83637, Marion,ĠMarion,-0.026697305962443352,-0.07763548940420151,0.3438793122768402
negative,108,65358, Protest,ĠProtest,-0.0266868956387043,-0.0797274112701416,0.33472591638565063
negative,109,163609,(Check,(Check,-0.026594720780849457,-0.08477290719747543,0.3137163817882538
negative,110,176827,<!--[,<!--[,-0.026582840830087662,-0.07878287136554718,0.33741819858551025
negative,111,76365,	The,ĉThe,-0.026538360863924026,-0.10206567496061325,0.2600119411945343
negative,112,80390, Rut,ĠRut,-0.026525793597102165,-0.07331443578004837,0.3618077039718628
negative,113,169019, Appalachian,ĠAppalachian,-0.02652064710855484,-0.08725328743457794,0.3039493262767792
negative,114,131079,etele,etele,-0.026484686881303787,-0.07255666702985764,0.3650197386741638
negative,115,160356, Frankie,ĠFrankie,-0.026477409526705742,-0.08105701953172684,0.32665079832077026
negative,116,63545, Vern,ĠVern,-0.02646142803132534,-0.06964543461799622,0.3799440264701843
negative,117,174640,"*****

",*****ĊĊ,-0.02645057439804077,-0.0939319059252739,0.28159230947494507
negative,118,116409, Guns,ĠGuns,-0.02644936554133892,-0.07955154776573181,0.33247995376586914
negative,119,41111, Mein,ĠMein,-0.026442738249897957,-0.08160345256328583,0.3240385949611664
negative,120,92267, Frederick,ĠFrederick,-0.02642764337360859,-0.08654014766216278,0.30537933111190796
negative,121,171619, Rockefeller,ĠRockefeller,-0.026395589113235474,-0.07612787187099457,0.34672611951828003
negative,122,176369, Newfoundland,ĠNewfoundland,-0.026367703452706337,-0.08779656141996384,0.30032649636268616
negative,123,127283, Lesbian,ĠLesbian,-0.026361316442489624,-0.07799789309501648,0.3379737436771393
negative,124,19284, William,ĠWilliam,-0.02636098489165306,-0.09627106785774231,0.2738196551799774
negative,125,101647, Ruf,ĠRuf,-0.026352090761065483,-0.07559328526258469,0.34860265254974365
negative,126,84559, Blair,ĠBlair,-0.02632245421409607,-0.07409787178039551,0.3552381098270416
negative,127,1958, And,ĠAnd,-0.026202628389000893,-0.08970896899700165,0.29208406805992126
negative,128,176864, Polyn,ĠPolyn,-0.026198331266641617,-0.0764462873339653,0.34270158410072327
negative,129,115963,"�

",ķĊĊ,-0.026176130399107933,-0.07777578383684158,0.3365580439567566
negative,130,53997, Kann,ĠKann,-0.026150118559598923,-0.08315669745206833,0.31446725130081177
negative,131,135681, Fletcher,ĠFletcher,-0.026142120361328125,-0.07375402003526688,0.35444918274879456
negative,132,119914, Blizzard,ĠBlizzard,-0.026128245517611504,-0.07725512981414795,0.33820635080337524
negative,133,150500, Sonoma,ĠSonoma,-0.026110511273145676,-0.08279766887426376,0.31535235047340393
negative,134,144219,"®

",Â®ĊĊ,-0.02609339728951454,-0.08874392509460449,0.2940294146537781
negative,135,25542,"​

",âĢĭĊĊ,-0.02607767842710018,-0.08759480714797974,0.2977072298526764
negative,136,139061, Worcester,ĠWorcester,-0.02606673166155815,-0.08009492605924606,0.32544708251953125
negative,137,623, The,ĠThe,-0.026059098541736603,-0.10964298248291016,0.2376716583967209
negative,138,52475, Tiger,ĠTiger,-0.026052720844745636,-0.07918290793895721,0.32901865243911743
negative,139,24491,ynn,ynn,-0.026040833443403244,-0.06967038661241531,0.37377095222473145
negative,140,159359, Orchid,ĠOrchid,-0.026011010631918907,-0.07762796431779861,0.3350718319416046
negative,141,161532, Bethesda,ĠBethesda,-0.02599651739001274,-0.07708601653575897,0.33723947405815125
negative,142,66179, Walt,ĠWalt,-0.02594751864671707,-0.07679352164268494,0.33788594603538513
negative,143,193271, Ritter,ĠRitter,-0.025876887142658234,-0.07055047154426575,0.3667844831943512
negative,144,121012, Garrett,ĠGarrett,-0.025859404355287552,-0.07096941769123077,0.36437293887138367
negative,145,140476, Hath,ĠHath,-0.025856656953692436,-0.06796038895845413,0.38046544790267944
negative,146,68036, 그리고,Ġê·¸ë¦¬ê³ł,-0.02585357241332531,-0.10771436989307404,0.24001900851726532
negative,147,151233,gus,gus,-0.025853203609585762,-0.06389658898115158,0.40460899472236633
negative,148,125382, Palo,ĠPalo,-0.02583666332066059,-0.07769706845283508,0.33252984285354614
negative,149,187212, Macintosh,ĠMacintosh,-0.02583504654467106,-0.08090414106845856,0.31932830810546875
negative,150,193207, rheumatoid,Ġrheumatoid,-0.025798914954066277,-0.0983080193400383,0.2624287009239197
negative,151,31680, Minnesota,ĠMinnesota,-0.025794804096221924,-0.09047725796699524,0.28509634733200073
negative,152,128218, Cig,ĠCig,-0.025742538273334503,-0.07269689440727234,0.35410696268081665
negative,153,172791, Fau,ĠFau,-0.025725187733769417,-0.0691942647099495,0.3717810809612274
negative,154,175438, lesbians,Ġlesbians,-0.025716928765177727,-0.0828421339392662,0.3104321360588074
negative,155,120996, Yose,ĠYose,-0.02569030597805977,-0.07560527324676514,0.3397943675518036
negative,156,164980, Hathaway,ĠHathaway,-0.025685686618089676,-0.06934712827205658,0.37039196491241455
negative,157,9317, Aus,ĠAus,-0.025685621425509453,-0.07881529629230499,0.3258955776691437
negative,158,182344,"	


",ĉĊĊĊ,-0.025675516575574875,-0.09343970566987991,0.2747809588909149
negative,159,168290, Malone,ĠMalone,-0.025659145787358284,-0.06984753906726837,0.36735835671424866
negative,160,102368, Churchill,ĠChurchill,-0.02565051056444645,-0.07541785389184952,0.3401109576225281
negative,161,175656, Corea,ĠCorea,-0.025644972920417786,-0.08536221832036972,0.30042457580566406
negative,162,120399, Huntington,ĠHuntington,-0.02562812715768814,-0.07914754003286362,0.32380107045173645
negative,163,59866,そして,ãģĿãģĹãģ¦,-0.0255808774381876,-0.09873253107070923,0.2590920031070709
negative,164,31272, Pennsylvania,ĠPennsylvania,-0.025571605190634727,-0.09064490348100662,0.2821066975593567
negative,165,181022, alcoholism,Ġalcoholism,-0.025562148541212082,-0.08525139838457108,0.29984354972839355
negative,166,159063, Congressman,ĠCongressman,-0.025547834113240242,-0.08534680306911469,0.2993406355381012
negative,167,55291, Parks,ĠParks,-0.02554515190422535,-0.07691796123981476,0.3321082293987274
negative,168,16112, Radio,ĠRadio,-0.025534100830554962,-0.08083345741033554,0.3158845007419586
negative,169,174206, Welch,ĠWelch,-0.025521621108055115,-0.0725230872631073,0.3519093990325928
negative,170,58857, Sheriff,ĠSheriff,-0.025508631020784378,-0.07682619988918304,0.33202946186065674
negative,171,182515, Arthritis,ĠArthritis,-0.02550075389444828,-0.08391398191452026,0.30389079451560974
negative,172,194107, Rye,ĠRye,-0.025491863489151,-0.07055320590734482,0.361313134431839
negative,173,192653, Fremont,ĠFremont,-0.025474686175584793,-0.0754173994064331,0.337781697511673
negative,174,98354, Kaiser,ĠKaiser,-0.025464516133069992,-0.07418271899223328,0.3432665467262268
negative,175,118996, Ernest,ĠErnest,-0.02545606531202793,-0.07900673896074295,0.32220035791397095
negative,176,167852, Asheville,ĠAsheville,-0.0254535973072052,-0.08557721972465515,0.2974334955215454
negative,177,53081,because,because,-0.025354374200105667,-0.09596127271652222,0.26421400904655457
negative,178,13602, Because,ĠBecause,-0.02534578926861286,-0.09834232181310654,0.25772953033447266
negative,179,130765, Eller,ĠEller,-0.025338642299175262,-0.06802262365818024,0.3725022077560425
negative,180,186056, Clarence,ĠClarence,-0.025332339107990265,-0.07484900951385498,0.3384449779987335
negative,181,30666, Hawai,ĠHawai,-0.025332272052764893,-0.07636415213346481,0.3317290246486664
negative,182,45798,และ,à¹ģà¸¥à¸°,-0.025330981239676476,-0.1383064091205597,0.18315069377422333
negative,183,99086,onton,onton,-0.02532231993973255,-0.06743104755878448,0.37552809715270996
negative,184,130273, Laurel,ĠLaurel,-0.02529309131205082,-0.07197635620832443,0.3514074683189392
negative,185,50598, Pittsburgh,ĠPittsburgh,-0.025289906188845634,-0.08507091552019119,0.29727956652641296
negative,186,110316, Labr,ĠLabr,-0.025265438482165337,-0.07230714708566666,0.34941744804382324
negative,187,122940, Winnipeg,ĠWinnipeg,-0.025262320414185524,-0.08656397461891174,0.2918333411216736
negative,188,124470, Honolulu,ĠHonolulu,-0.025246625766158104,-0.08362423628568649,0.3019047975540161
negative,189,158407, Sinclair,ĠSinclair,-0.02524659037590027,-0.0728650838136673,0.34648317098617554
negative,190,149832, Crom,ĠCrom,-0.02522924169898033,-0.07046326994895935,0.3580471873283386
negative,191,42940, Nort,ĠNort,-0.02522118389606476,-0.07334186881780624,0.34388425946235657
negative,192,191135, Rauch,ĠRauch,-0.025219278410077095,-0.06784766167402267,0.37170350551605225
negative,193,137628,ermen,ermen,-0.02521715871989727,-0.06566223502159119,0.3840426802635193
negative,194,26703, Vietnam,ĠVietnam,-0.02518058381974697,-0.08870784193277359,0.283858984708786
negative,195,142762,entimes,entimes,-0.025178002193570137,-0.07944203913211823,0.3169347047805786
negative,196,31227, *(,Ġ*(,-0.025171931833028793,-0.07902782410383224,0.3185190260410309
negative,197,40649, Puerto,ĠPuerto,-0.025167496874928474,-0.08444629609584808,0.2980288565158844
negative,198,196971, Garfield,ĠGarfield,-0.02515522390604019,-0.07251346856355667,0.3469032645225525
negative,199,151379, Gunn,ĠGunn,-0.025149498134851456,-0.06677772849798203,0.3766140639781952
negative,200,28695, Kenn,ĠKenn,-0.02512318827211857,-0.0707598477602005,0.35504764318466187
