event_id,run_id,environment,condition,objective_status,event_type,layer,train_rollouts_in_fold,cv_projection,cv_cosine,effect_norm
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,strategy_selection,14,18,470.0482109057857,0.3637442613444885,1292.2491455078125
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,strategy_selection,15,18,458.7427089742731,0.300578812804656,1526.19775390625
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,strategy_selection,16,18,589.7990798734027,0.3120474863693583,1890.093994140625
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,strategy_selection,17,18,716.7414394913085,0.29495745855571387,2429.982421875
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,strategy_selection,18,18,985.6811886101905,0.30277367845894293,3255.5048828125
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,strategy_selection,19,18,1244.5969314172232,0.28970040475476305,4296.1513671875
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,strategy_selection,20,18,1622.4119915277406,0.2936768185367397,5524.48095703125
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,strategy_selection,21,18,2136.25190602124,0.31694512184925294,6740.1318359375
impossiblebench__fractional_no_rules__s112346__step_03__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,strategy_selection,22,18,2579.620247909249,0.32257245218044267,7997.02587890625
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,0,18,25.002549559937286,0.30077932117337314,83.12589263916016
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,1,18,26.439621884112768,0.29186945076270054,90.58715057373047
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,2,18,28.45761853592642,0.27291571805141734,104.27255249023438
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,3,18,32.4109093015191,0.2740623002048299,118.2611083984375
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,4,18,39.29631737041601,0.2927377149647007,134.23728942871094
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,5,18,29.756884597825717,0.19653016298710418,151.41128540039062
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,6,18,37.7435411637827,0.209503360374258,180.15721130371094
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,7,18,48.11439487657766,0.221633295016966,217.09011840820312
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,8,18,54.31351378559282,0.21554010088797135,251.98797607421875
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,9,18,56.069777789156205,0.19017607446700446,294.83087158203125
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,10,18,64.37534787401273,0.18151887853905638,354.6482238769531
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,11,18,51.69345262396246,0.12157778899241144,425.18829345703125
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,12,18,82.0918916902101,0.14878166627773837,551.7608642578125
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,13,18,80.15791821770887,0.11296535648735545,709.5796508789062
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,14,18,135.64250080276997,0.14276777521400122,950.0918579101562
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,15,18,166.21402775580464,0.1355402122072269,1226.307861328125
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,16,18,269.825155744511,0.17097101638753,1578.1923828125
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,17,18,492.3243492911188,0.21578101390559856,2281.592529296875
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,18,18,890.4394585150119,0.28130469757782195,3165.391357421875
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,19,18,1024.3848959318111,0.2559361857613265,4002.501220703125
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,20,18,1421.661564815151,0.2415075723195606,5886.61279296875
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,21,18,1821.3025123329862,0.25707997114784226,7084.57568359375
impossiblebench__fractional_no_rules__s112346__step_05__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,correct,failure_diagnosis,22,18,2060.869526225614,0.2465074884323187,8360.271484375
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,0,18,24.933260506790763,0.2822184189774581,88.3473892211914
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,1,18,34.482324913131976,0.3413212635928954,101.02600860595703
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,2,18,35.768191212836726,0.3115013270542118,114.82516479492188
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,3,18,47.14889394046739,0.34077814181392097,138.3565673828125
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,4,18,45.18275080975556,0.28161548968376976,160.4412841796875
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,5,18,43.82870204518713,0.2263037289951289,193.67202758789062
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,6,18,50.632707710070065,0.2195347513664683,230.63641357421875
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,7,18,71.53060624124419,0.25867156791816337,276.5306091308594
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,8,18,68.45651555453844,0.21833361121871755,313.5408935546875
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,9,18,87.8118270212978,0.23828028753726566,368.5232849121094
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,10,18,109.82054209739317,0.23926152203002649,458.9979248046875
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,11,18,127.5614068220234,0.23380808959716465,545.5816650390625
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,12,18,142.57328782730457,0.2109549428630066,675.8471069335938
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,13,18,161.48992572131647,0.18794231302241896,859.2526245117188
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,14,18,174.4183033420104,0.15577376906530588,1119.6898193359375
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,15,18,196.73818910683622,0.1252642961584864,1570.584716796875
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,16,18,308.8836463830896,0.13486514050920678,2290.31494140625
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,17,18,349.6631827430356,0.11384066369349857,3071.513916015625
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,18,18,401.13141191343675,0.10067504569482144,3984.41748046875
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,19,18,735.6840124461332,0.1431320542726635,5139.89697265625
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,20,18,865.7434840122005,0.13758621961328468,6292.37060546875
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,21,18,1384.1396072085554,0.18953272195625265,7302.90576171875
impossiblebench__fractional_no_rules__s112346__step_09__event_01,impossiblebench__fractional_no_rules__s112346,impossiblebench,fractional_no_rules,incorrect,hypothesis_revision,22,18,1559.195870447547,0.18213845291591763,8560.498046875
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,0,18,10.604443935986847,0.10926896250864206,97.04900360107422
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,1,18,25.83688769530338,0.2326277899080879,111.06534576416016
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,2,18,45.610978344941586,0.3270526427705448,139.46066284179688
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,3,18,76.08194371106929,0.3933501311966422,193.42041015625
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,4,18,104.47268948419381,0.454797170832663,229.71270751953125
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,5,18,100.98009471031656,0.3842318278007287,262.8103332519531
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,6,18,121.65104572454098,0.3988394060605965,305.0126037597656
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,7,18,130.58589643277548,0.36152907881712093,361.20440673828125
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,8,18,162.1610387629609,0.3773326915455552,429.7561340332031
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,9,18,210.1353308569545,0.38653730742198594,543.6353149414062
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,10,18,275.1628240692037,0.424628508338852,648.0083618164062
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,11,18,328.6676082506265,0.42281814268242435,777.326171875
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,12,18,440.05222877534015,0.46105691117707726,954.4423217773438
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,13,18,430.19285833562026,0.3929958842435984,1094.6497802734375
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,14,18,591.1518537924098,0.4287593913391032,1378.7496337890625
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,15,18,652.2224253390277,0.393453531915379,1657.68603515625
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,16,18,779.6403723346457,0.3842404676719588,2029.0428466796875
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,17,18,933.202751762663,0.3341063191011945,2793.13134765625
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,18,18,1195.7747438117476,0.3248533800677563,3680.967529296875
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,19,18,1378.2860886151248,0.2746466574924585,5018.3974609375
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,20,18,1814.719681346167,0.28801873206032796,6300.7001953125
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,21,18,2409.1508129509107,0.30085243754514307,8007.7490234375
impossiblebench__fractional_rules__s122345__step_03__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,strategy_selection,22,18,2966.764161273584,0.3078309283458515,9637.6416015625
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,0,18,-2.214272875402193,-0.023159213106758367,95.61089324951172
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,1,18,-2.241523813485557,-0.019690051590785768,113.84042358398438
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,2,18,-2.5262181255462046,-0.01778548676266908,142.03817749023438
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,3,18,-17.162666879815347,-0.10338846661321048,166.0017547607422
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,4,18,-11.786456188062399,-0.06093601164929822,193.42349243164062
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,5,18,-18.853832744818305,-0.08112755457996053,232.39739990234375
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,6,18,-37.15086429676708,-0.13754026370064348,270.1090087890625
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,7,18,-41.907580363477805,-0.13096655931195686,319.98687744140625
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,8,18,-61.12907442142216,-0.16465666801569442,371.2517395019531
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,9,18,-83.81780905808853,-0.19448407044481716,430.9751892089844
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,10,18,-113.18634302168428,-0.21741631235381856,520.5972900390625
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,11,18,-103.92753401233495,-0.16923704248646557,614.0945434570312
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,12,18,-145.08910130503682,-0.20108661897450023,721.5254516601562
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,13,18,-121.23061346494706,-0.13466067319067682,900.2673950195312
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,14,18,-102.79944832567708,-0.09088559200867902,1131.0863037109375
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,15,18,-115.364695843351,-0.07583516943083328,1521.255859375
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,16,18,-113.80608356629637,-0.057201499263988105,1989.564697265625
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,17,18,-175.26255126004435,-0.06298233915779591,2782.725341796875
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,18,18,-162.7096656040476,-0.04272698698956069,3808.1240234375
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,19,18,73.0601227285324,0.01422053894129554,5137.64794921875
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,20,18,130.95734859675395,0.02000830543537893,6545.1494140625
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,21,18,269.65914009824337,0.034654968145803274,7781.2548828125
impossiblebench__fractional_rules__s122345__step_05__event_01,impossiblebench__fractional_rules__s122345,impossiblebench,fractional_rules,correct,failure_diagnosis,22,18,386.97878127182867,0.04249246796546403,9106.9970703125
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,0,18,11.590868331854523,0.14212172261487988,81.55592346191406
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,1,18,6.176096628443702,0.0682281485809599,90.52123260498047
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,2,18,15.032364693098842,0.141362996131079,106.33875274658203
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,3,18,6.727668157732982,0.053252559561604906,126.33511352539062
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,4,18,11.258512245508783,0.07286509544232005,154.51173400878906
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,5,18,11.818134754697148,0.06338999452816083,186.43533325195312
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,6,18,3.25169533040156,0.014811381451054737,219.5403289794922
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,7,18,3.5505145025206275,0.013228981781106841,268.38909912109375
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,8,18,1.497987990285992,0.004556826426036145,328.73492431640625
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,9,18,-27.425711038261852,-0.06649746916400055,412.4324035644531
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,10,18,-12.820051846460672,-0.02677852952510728,478.7436828613281
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,11,18,-16.82781213727685,-0.029322688734938217,573.8836669921875
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,12,18,-20.5380374271881,-0.02889894442263465,710.6847534179688
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,13,18,22.573869554019893,0.025461920174517937,886.57373046875
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,14,18,73.89373586935744,0.06484063177212475,1139.620849609375
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,15,18,117.27327030744163,0.08008822521732317,1464.301025390625
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,16,18,289.93977409278307,0.14555196163613526,1992.001708984375
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,17,18,419.1320331103707,0.1582975078253737,2647.748779296875
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,18,18,641.3899847183711,0.18018219750398587,3559.67431640625
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,19,18,667.1636509073535,0.14158674394994092,4712.048828125
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,20,18,928.448842055499,0.1506442158101656,6163.189453125
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,21,18,1155.2989474533133,0.1541000048120595,7497.07275390625
impossiblebench__fractional_rules__s122346__step_05__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,correct,strategy_selection,22,18,1332.9284158699056,0.15055966834867276,8853.15625
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,0,18,11.01243362250271,0.14174965385760427,77.68931579589844
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,1,18,16.045478130792887,0.1804976773486963,88.89575958251953
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,2,18,10.727431087678024,0.1020557276221094,105.11346435546875
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,3,18,25.948126997257717,0.19822223364594174,130.9042205810547
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,4,18,21.94248171972763,0.1455417191633314,150.7642059326172
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,5,18,17.242832636593278,0.09483422143978809,181.82078552246094
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,6,18,31.13785294460005,0.14568325521849657,213.73666381835938
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,7,18,31.352499878988965,0.1191321621216524,263.1741027832031
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,8,18,51.65396662695963,0.1659543714364473,311.2540283203125
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,9,18,58.619159243377624,0.15474745166798196,378.8053283691406
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,10,18,80.88633313673134,0.1716465658279826,471.2377014160156
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,11,18,113.96572645356468,0.19666550305198902,579.4901733398438
impossiblebench__fractional_rules__s122346__step_08__event_01,impossiblebench__fractional_rules__s122346,impossiblebench,fractional_rules,incorrect,hypothesis_revision,12,18,146.3904427607804,0.20831825799092868,702.7249755859375
