blind_id,condition,run,candidate,layer,sv_rank_1based,singular_value,tail_selectivity_score,layer_bar,excess_over_bar,selected_tail_polarity,stable_excess_kurtosis,doc_count_z5_selected,doc_count_z5_opposite,lexical_concentration
be4fa621,svd,qwen_j_scan,L07_SV05,7,5,6.818543434143066,1.7510553911536033,1.0759803933934666,0.6750749977601367,negative,3.7009650353508086,586.0,373.0,0.09375
74fa754f,svd,qwen_j_scan,L20_SV04,20,4,3.4375557899475098,1.2418844461271392,0.6036569937785811,0.6382274523485582,negative,1.994590699829736,277.0,1.0,0.03125
987d681c,svd,qwen_j_scan,L13_SV06,13,6,6.198198318481445,1.5034007134232212,0.8953038105936345,0.6080969028295867,negative,2.9693341971343887,508.0,163.0,0.09375
5b552e88,svd,qwen_j_scan,L24_SV06,24,6,2.1821959018707275,1.3297588009601122,0.7224137890433395,0.6073450119167727,negative,1.6920353759733926,111.0,0.0,0.1875
f6d342b7,svd,qwen_j_scan,L06_SV05,6,5,6.806421279907227,1.784718834831479,1.1862510537324609,0.5984677810990182,negative,3.6271345665464567,531.0,404.0,0.0625
fdc1c300,svd,qwen_j_scan,L27_SV08,27,8,1.9100875854492188,1.29839276108688,0.7630482210490264,0.5353445400378536,negative,2.199802315006858,216.0,0.0,0.078125
51ca2f62,svd,qwen_j_scan,L26_SV06,26,6,2.1241157054901123,1.2235253754943944,0.7730389029064947,0.45048647258789976,positive,1.6083911220524838,76.0,2.0,0.125
0efed0a1,svd,qwen_j_scan,L18_SV03,18,3,4.260258197784424,1.139306791148966,0.7121478536609158,0.4271589374880502,negative,1.6311011826914132,343.0,0.0,0.046875
4455cd81,svd,qwen_j_scan,L22_SV04,22,4,2.6935741901397705,1.088920115261878,0.6729032177755744,0.41601689748630355,negative,1.9015247201686503,318.0,20.0,0.625
6a030ac5,svd,qwen_j_scan,L17_SV05,17,5,5.434906005859375,1.127307407955616,0.714530014670335,0.41277739328528107,negative,1.950290282684656,294.0,181.0,0.125
1ac0ed62,svd,qwen_j_scan,L25_SV09,25,9,2.085698366165161,1.0622156335483446,0.6594453562965057,0.4027702772518389,positive,1.1478944077885922,75.0,1.0,0.171875
329f285e,svd,qwen_j_scan,L23_SV10,23,10,2.2115159034729004,1.0624583484272732,0.6641316648014041,0.3983266836258691,negative,1.4121440819720217,113.0,0.0,0.109375
ab9e33cb,svd,qwen_j_scan,L16_SV02,16,2,7.0637407302856445,1.1139184816666752,0.7199082201535825,0.3940102615130927,negative,2.3788705174334934,1080.0,1.0,0.4375
264540bf,svd,qwen_j_scan,L23_SV04,23,4,2.5996522903442383,1.053140954550662,0.6641316648014041,0.38900928974925797,negative,1.52617576278839,245.0,0.0,0.546875
fd64cd38,svd,qwen_j_scan,L25_SV06,25,6,2.124303102493286,1.037398984879852,0.6594453562965057,0.37795362858334625,negative,1.6216840916096746,177.0,0.0,0.109375
8e03178d,svd,qwen_j_scan,L22_SV07,22,7,2.4946258068084717,1.0473906785303668,0.6729032177755744,0.37448746075479244,negative,1.6837912288981052,277.0,0.0,0.109375
78a2d073,svd,qwen_j_scan,L18_SV04,18,4,3.9368674755096436,1.0732249035569716,0.7121478536609158,0.3610770498960558,negative,1.5232427071895431,258.0,1.0,0.0625
a969a4fd,svd,qwen_j_scan,L21_SV03,21,3,3.0691616535186768,0.983317131796512,0.6340232034268787,0.34929392836963336,negative,1.2631710870745776,166.0,0.0,0.078125
1eafc9ef,svd,qwen_j_scan,L26_SV09,26,9,2.062654733657837,1.121092352279862,0.7730389029064947,0.34805344937336724,positive,1.2147506285527916,83.0,2.0,0.171875
e0821734,svd,qwen_j_scan,L12_SV07,12,7,5.901239395141602,1.2256029934429793,0.8776491379341842,0.3479538555087951,positive,2.289269696699612,588.0,295.0,0.125
3b117843,svd,qwen_j_scan,L21_SV04,21,4,2.7967188358306885,0.9799956296737938,0.6340232034268787,0.34597242624691515,negative,1.787019595926413,279.0,37.0,0.421875
aeee04fa,svd,qwen_j_scan,L05_SV01,5,1,21.254959106445312,1.5872232634281989,1.2462759955305014,0.34094726789769747,negative,3.350452540331995,541.0,962.0,0.046875
bfd5435c,svd,qwen_j_scan,L20_SV07,20,7,2.772660732269287,0.9434606601662043,0.6036569937785811,0.33980366638762327,negative,1.3414050531158779,207.0,79.0,0.125
58c370a4,svd,qwen_j_scan,L05_SV12,5,12,13.17581558227539,1.5798972489333456,1.2462759955305014,0.3336212534028442,positive,3.0480891760067808,874.0,219.0,0.046875
99841c0e,svd,qwen_j_scan,L29_SV04,29,4,1.7454992532730103,0.9675961691803578,0.6410626690245538,0.32653350015580407,positive,0.8130110178342025,67.0,0.0,0.296875
247fb660,svd,qwen_j_scan,L03_SV04,3,4,18.41018295288086,1.638382551684048,1.313123298743561,0.32525925294048696,negative,3.572272891771849,531.0,791.0,0.1875
cfa1efa1,svd,qwen_j_scan,L27_SV07,27,7,1.9189188480377197,1.0834939296356314,0.7630482210490264,0.32044570858660504,negative,1.4266139424324509,125.0,5.0,0.15625
568c0d24,svd,qwen_j_scan,L19_SV04,19,4,3.690826416015625,0.9217777913914056,0.6237529710130247,0.29802482037838085,negative,0.9863403096838574,129.0,3.0,0.03125
0245c731,svd,qwen_j_scan,L08_SV13,8,13,5.222809314727783,1.3741872621769242,1.0778445486702353,0.29634271350668895,negative,2.5273245706051197,759.0,21.0,0.046875
2a19c291,svd,qwen_j_scan,L28_SV08,28,8,1.8085353374481201,1.1805644874020829,0.8934194937087045,0.2871449936933783,negative,1.742704861637617,100.0,36.0,0.0625
a6b30560,svd,qwen_j_scan,L26_SV08,26,8,2.0911977291107178,1.0372649312506148,0.7730389029064947,0.2642260283441201,negative,1.5294165878376003,179.0,0.0,0.09375
ff83e4b2,svd,qwen_j_scan,L07_SV13,7,13,5.22645378112793,1.3340096157863615,1.0759803933934666,0.25802922239289483,negative,2.162447949120444,707.0,2.0,0.046875
af9f685f,svd,qwen_j_scan,L22_SV01,22,1,7.219682693481445,0.9284855258528109,0.6729032177755744,0.2555823080772365,negative,1.4329263634870992,332.0,0.0,0.609375
8b2d6081,svd,qwen_j_scan,L16_SV04,16,4,5.866049289703369,0.9660502928442831,0.7199082201535825,0.24614207269070065,positive,1.347438747864043,212.0,30.0,0.078125
09d70a62,svd,qwen_j_scan,L19_SV02,19,2,4.005462646484375,0.8574514732798225,0.6237529710130247,0.23369850226679778,negative,0.8258475173286937,78.0,0.0,0.046875
aef88f27,svd,qwen_j_scan,L12_SV05,12,5,6.181553363800049,1.1105564564068418,0.8776491379341842,0.23290731847265755,negative,1.7135310690819718,332.0,45.0,0.09375
877cca3d,svd,qwen_j_scan,L10_SV06,10,6,5.9813947677612305,1.2237192977693285,1.0017789128510868,0.22194038491824175,positive,2.2666551771264807,589.0,276.0,0.109375
22da2da9,svd,qwen_j_scan,L15_SV02,15,2,9.52173900604248,1.0659775903138986,0.8483131839083643,0.2176644064055343,positive,1.4476762288884437,324.0,19.0,0.046875
ebb6941b,svd,qwen_j_scan,L24_SV05,24,5,2.3026039600372314,0.9363949672130859,0.7224137890433395,0.21398117816974638,negative,0.9180050931700037,87.0,0.0,0.265625
564cfdd8,svd,qwen_j_scan,L15_SV12,15,12,5.498147964477539,1.0601625124667295,0.8483131839083643,0.21184932855836525,negative,1.5544804363408344,308.0,0.0,0.03125
47072128,svd,qwen_j_scan,L22_SV03,22,3,2.9035797119140625,0.8777366391166441,0.6729032177755744,0.20483342134106974,negative,0.9963321753326793,125.0,0.0,0.078125
d9835e87,svd,qwen_j_scan,L23_SV07,23,7,2.2724530696868896,0.8681821437936124,0.6641316648014041,0.2040504789922083,positive,1.2530233101236838,90.0,19.0,0.046875
c8d08f5e,svd,qwen_j_scan,L05_SV02,5,2,19.032312393188477,1.4484263472635754,1.2462759955305014,0.20215035173307405,negative,3.100260181534807,771.0,549.0,0.0625
1cfc8825,svd,qwen_j_scan,L10_SV02,10,2,8.431987762451172,1.2014682669130428,1.0017789128510868,0.19968935406195598,negative,1.8721079426479736,287.0,181.0,0.046875
b207ec2b,svd,qwen_j_scan,L11_SV02,11,2,8.981801986694336,1.1565791678554487,0.959990752017322,0.1965884158381267,negative,1.8653765468340335,266.0,180.0,0.078125
7d41cfa1,svd,qwen_j_scan,L05_SV04,5,4,18.20371437072754,1.4394465058153216,1.2462759955305014,0.19317051028482024,negative,2.8813312857601314,652.0,441.0,0.109375
e221770f,svd,qwen_j_scan,L09_SV13,9,13,5.220272064208984,1.217827993540406,1.0336355626426004,0.18419243089780557,negative,2.065471219455045,497.0,25.0,0.046875
f74cbf97,svd,qwen_j_scan,L05_SV05,5,5,17.376537322998047,1.4154857124540177,1.2462759955305014,0.16920971692351627,positive,2.208775662521634,760.0,139.0,0.0625
a7b068c7,svd,qwen_j_scan,L05_SV09,5,9,15.36723804473877,1.4133470658787992,1.2462759955305014,0.16707107034829782,positive,3.1926040119982986,900.0,400.0,0.171875
cb568e88,svd,qwen_j_scan,L16_SV08,16,8,5.248141288757324,0.876913530601921,0.7199082201535825,0.15700531044833854,positive,1.1345785871300835,199.0,44.0,0.1875
31069229,svd,qwen_j_scan,L14_SV04,14,4,7.385596752166748,0.9709337570380719,0.8174431750662977,0.15349058197177423,negative,1.0426832829836892,164.0,5.0,0.0625
7f961166,svd,qwen_j_scan,L15_SV28,15,28,4.415423393249512,0.9998955953217133,0.8483131839083643,0.15158241141334905,negative,1.3532392219889893,180.0,7.0,0.03125
e18839cf,svd,qwen_j_scan,L09_SV04,9,4,7.81740665435791,1.184410795697119,1.0336355626426004,0.15077523305451868,positive,1.6526440699892966,296.0,52.0,0.03125
493599cb,svd,qwen_j_scan,L17_SV03,17,3,5.766953468322754,0.8647660392116959,0.714530014670335,0.15023602454136098,positive,0.9165799285200102,110.0,3.0,0.0625
d944b667,svd,qwen_j_scan,L15_SV10,15,10,5.834780693054199,0.9921170710963789,0.8483131839083643,0.14380388718801462,positive,1.6631305496184154,245.0,168.0,0.140625
38c4675b,svd,qwen_j_scan,L21_SV01,21,1,7.341608047485352,0.776531395536926,0.6340232034268787,0.14250819211004728,positive,0.870545143155804,6.0,42.0,0.203125
10f383a0,svd,qwen_j_scan,L07_SV12,7,12,5.274694919586182,1.2161056548411469,1.0759803933934666,0.14012526144768023,negative,2.053304522324791,517.0,11.0,0.0625
d6071ec7,svd,qwen_j_scan,L16_SV11,16,11,4.863415241241455,0.8580094965109538,0.7199082201535825,0.13810127635737135,positive,0.9836862158975821,168.0,12.0,0.125
aa806a08,svd,qwen_j_scan,L26_SV07,26,7,2.096348524093628,0.9000409624494212,0.7730389029064947,0.12700205954292654,positive,1.14095825468919,39.0,56.0,0.0625
f2f5b1d0,svd,qwen_j_scan,L12_SV34,12,34,4.194251537322998,1.0028887445559478,0.8776491379341842,0.1252396066217636,positive,1.1757322072200234,180.0,3.0,0.0625
