layer,sv_rank,next_layer,next_sv_rank,u_cos,v_cos,joint_cos
12,18,13,18,0.9937715530395508,0.995090663433075,0.9944308996200562
12,19,13,19,0.991951048374176,0.9925259351730347,0.992238461971283
12,20,13,20,0.9757864475250244,0.9737942218780518,0.9747898578643799
12,21,13,21,0.9861247539520264,0.9872791171073914,0.9867017865180969
12,22,13,22,0.9833106398582458,0.9868337512016296,0.9850706458091736
12,23,13,23,0.9767383337020874,0.9815293550491333,0.9791309237480164
12,24,13,24,0.9709128141403198,0.9770262241363525,0.9739646911621094
12,25,13,25,0.9681202173233032,0.9693977236747742,0.968758761882782
12,26,13,26,0.8780460357666016,0.8784798383712769,0.8782629370689392
12,27,13,27,0.685315728187561,0.690468430519104,0.6878872513771057
12,28,13,28,0.631862998008728,0.6467829346656799,0.6392794251441956
12,29,13,29,0.9073706865310669,0.9182988405227661,0.912818431854248
12,30,13,30,0.3987806439399719,0.41678839921951294,0.4076851010322571
12,31,13,30,0.7547284960746765,0.7599331736564636,0.7573263645172119
12,32,13,31,0.553375780582428,0.5676855444908142,0.5604850053787231
13,1,14,1,0.9951485395431519,0.8982634544372559,0.9454658031463623
13,2,14,2,0.9923838376998901,0.975418210029602,0.983864426612854
13,3,14,3,0.9430240988731384,0.9253480434417725,0.9341442584991455
13,4,14,4,0.913810670375824,0.8891040086746216,0.9013726711273193
13,5,14,5,0.9188740849494934,0.8983373641967773,0.9085476994514465
13,6,14,6,0.9420081377029419,0.9304124712944031,0.9361923336982727
13,7,14,7,0.9709309935569763,0.9681078195571899,0.9695183634757996
13,8,14,8,0.9792531728744507,0.9695701599121094,0.9743996262550354
13,9,14,9,0.9933444261550903,0.9914584159851074,0.9924010038375854
13,10,14,10,0.9817712306976318,0.973480224609375,0.9776169061660767
13,11,14,11,0.9951208233833313,0.9938613176345825,0.9944908618927002
13,12,14,12,0.9214447736740112,0.9194806218147278,0.9204621911048889
13,13,14,13,0.8942692279815674,0.8919352889060974,0.8931015133857727
13,14,14,14,0.9677057266235352,0.9655108451843262,0.9666076302528381
13,15,14,15,0.9891504049301147,0.9882104396820068,0.9886803030967712
13,16,14,16,0.9930827021598816,0.9909772872924805,0.9920294284820557
13,17,14,17,0.9842897653579712,0.9821611046791077,0.9832248687744141
13,18,14,18,0.985939085483551,0.9874118566513062,0.9866752028465271
13,19,14,19,0.9832817912101746,0.9858752489089966,0.9845776557922363
13,20,14,20,0.9785929322242737,0.9787925481796265,0.9786927700042725
13,21,14,21,0.9740051031112671,0.9749888181686401,0.9744968414306641
13,22,14,22,0.9716520309448242,0.9743055105209351,0.972977876663208
13,23,14,23,0.8771095275878906,0.8870933055877686,0.8820872902870178
13,24,14,24,0.8756110668182373,0.8813303709030151,0.8784660696983337
13,25,14,25,0.869003415107727,0.8738632798194885,0.871429979801178
13,26,14,26,0.8829935789108276,0.8916628360748291,0.8873175978660583
13,27,14,27,0.881259560585022,0.8913901448249817,0.886310338973999
13,28,14,28,0.851372480392456,0.8695688247680664,0.8604225516319275
13,29,14,29,0.9116355180740356,0.9202030897140503,0.9159092903137207
13,30,14,31,0.7709953784942627,0.7852290868759155,0.7780796885490417
13,31,14,30,0.6479865312576294,0.6668778657913208,0.6573643088340759
13,32,14,32,0.8693118691444397,0.8916369080543518,0.8804036378860474
14,1,15,1,0.9751679301261902,0.8506832122802734,0.9108012914657593
14,2,15,2,0.9761302471160889,0.9547458291053772,0.9653788208961487
14,3,15,3,0.9618490934371948,0.9549168348312378,0.9583767056465149
14,4,15,4,0.8944787979125977,0.8693939447402954,0.8818472027778625
14,5,15,5,0.8827633857727051,0.8675227761268616,0.8751099109649658
14,6,15,6,0.8246792554855347,0.820967435836792,0.8228212594985962
14,7,15,7,0.8515292406082153,0.8447945713996887,0.8481552004814148
14,8,15,8,0.8096926212310791,0.7955913543701172,0.8026110529899597
14,9,15,9,0.9461384415626526,0.9446380138397217,0.9453879594802856
14,10,15,10,0.9070603847503662,0.8902350664138794,0.8986083269119263
14,11,15,11,0.9848289489746094,0.9827716946601868,0.9837997555732727
14,12,15,12,0.91306072473526,0.9083619713783264,0.9107083082199097
14,13,15,13,0.9800812005996704,0.9770247340202332,0.9785518050193787
14,14,15,14,0.907033383846283,0.9031746983528137,0.9051019549369812
14,15,15,15,0.9615671038627625,0.9607250690460205,0.9611459970474243
14,16,15,16,0.9778301119804382,0.9772316217422485,0.977530837059021
14,17,15,17,0.9648492932319641,0.9637846946716309,0.9643168449401855
14,18,15,18,0.9695127606391907,0.9719098806381226,0.9707105755805969
14,19,15,19,0.9587496519088745,0.9619712829589844,0.9603590965270996
14,20,15,20,0.9695033431053162,0.9684452414512634,0.9689741730690002
14,21,15,21,0.9801293611526489,0.9831967353820801,0.981661856174469
14,22,15,22,0.9750785231590271,0.9774247407913208,0.976250946521759
14,23,15,23,0.9415726065635681,0.9471588134765625,0.9443615674972534
14,24,15,24,0.9361129999160767,0.9422467350959778,0.9391748905181885
14,25,15,25,0.9581101536750793,0.9644312858581543,0.9612655639648438
14,26,15,26,0.934668779373169,0.9382017254829407,0.9364336133003235
14,27,15,27,0.6790840029716492,0.6990512609481812,0.6889953017234802
14,28,15,28,0.6997193694114685,0.7093098163604736,0.704498291015625
14,29,15,29,0.8263013362884521,0.8342604041099548,0.830271303653717
14,30,15,30,0.7068202495574951,0.7091091275215149,0.707963764667511
14,31,15,31,0.6099251508712769,0.635169506072998,0.6224193572998047
14,32,15,32,0.3850746750831604,0.4010757803916931,0.3929938077926636
15,1,16,1,0.9916632175445557,0.9182751178741455,0.9542639255523682
15,2,16,2,0.9919211268424988,0.9863349199295044,0.989124059677124
15,3,16,3,0.9972264170646667,0.9948890209197998,0.9960570335388184
15,4,16,4,0.9786471128463745,0.9609258770942688,0.9697459936141968
15,5,16,5,0.9703812003135681,0.9597796201705933,0.9650658369064331
15,6,16,6,0.9824066162109375,0.9833264350891113,0.9828664064407349
15,7,16,7,0.9123290777206421,0.917534351348877,0.9149280190467834
15,8,16,9,0.6941206455230713,0.6618638038635254,0.6778003573417664
15,9,16,8,0.8125083446502686,0.8143664598464966,0.8134368658065796
15,10,16,11,0.6021808385848999,0.5945919752120972,0.5983743667602539
15,11,16,10,0.9752057790756226,0.9731734395027161,0.974189043045044
15,12,16,12,0.767596960067749,0.7651742100715637,0.7663846611976624
15,13,16,13,0.8412699103355408,0.84161376953125,0.841441810131073
15,14,16,14,0.445129930973053,0.4303794503211975,0.4376925528049469
15,15,16,14,0.7861943244934082,0.7951048612594604,0.7906370162963867
15,16,16,15,0.9187633395195007,0.9214563369750977,0.9201088547706604
15,17,16,16,0.6839733123779297,0.6914403438568115,0.6876966953277588
15,18,16,17,0.8741651773452759,0.8773400783538818,0.8757511973381042
15,19,16,18,0.852281928062439,0.854779064655304,0.8535295724868774
15,20,16,20,0.705940842628479,0.7021875381469727,0.7040616869926453
15,21,16,21,0.9717600345611572,0.9761005640029907,0.9739278554916382
15,22,16,22,0.9360309839248657,0.9408524036407471,0.9384385943412781
15,23,16,23,0.9630873799324036,0.9671763181686401,0.9651296734809875
15,24,16,24,0.8064061403274536,0.8027025461196899,0.8045521974563599
15,25,16,25,0.8483926057815552,0.8558367490768433,0.852106511592865
15,26,16,26,0.8231707811355591,0.8228850364685059,0.8230279088020325
15,27,16,27,0.8878175020217896,0.9116075038909912,0.8996338844299316
15,28,16,28,0.8813775181770325,0.8912736177444458,0.8863117694854736
15,29,16,29,0.6433550119400024,0.6604138016700745,0.6518285870552063
15,30,16,30,0.8918936252593994,0.9025784730911255,0.8972201347351074
15,31,16,31,0.7131367921829224,0.7239792346954346,0.7185375690460205
15,32,16,32,0.7659013867378235,0.7944085001945496,0.7800247073173523
16,1,17,1,0.9828752875328064,0.941666841506958,0.9620504379272461
16,2,17,2,0.973392128944397,0.9714779257774353,0.9724345207214355
16,3,17,3,0.9883828163146973,0.9893009662628174,0.9888417720794678
16,4,17,4,0.9716176986694336,0.9759939312934875,0.9738033413887024
16,5,17,5,0.9813429117202759,0.9818106889724731,0.9815768003463745
16,6,17,6,0.9736940264701843,0.9786124229431152,0.9761500954627991
16,7,17,7,0.9571794867515564,0.9608325362205505,0.959004282951355
16,8,17,8,0.9860488176345825,0.9894062280654907,0.987726092338562
16,9,17,9,0.9577699899673462,0.9528770446777344,0.955320417881012
16,10,17,10,0.9817445278167725,0.9845274090766907,0.9831349849700928
16,11,17,11,0.9558324813842773,0.9606025218963623,0.958214521408081
16,12,17,13,0.6930506825447083,0.6922304034233093,0.6926404237747192
16,13,17,12,0.676603376865387,0.677476167678833,0.677039623260498
16,14,17,14,0.9614275693893433,0.9662991166114807,0.963860273361206
16,15,17,15,0.9412788152694702,0.9471195936203003,0.9441946744918823
16,16,17,16,0.9046099185943604,0.9080619812011719,0.9063343405723572
16,17,17,17,0.9788833856582642,0.9833431243896484,0.981110692024231
16,18,17,18,0.9479613304138184,0.9514425992965698,0.9497003555297852
16,19,17,19,0.8879492282867432,0.8873785734176636,0.8876638412475586
16,20,17,21,0.5044041275978088,0.5079855918884277,0.5061916708946228
16,21,17,20,0.8300772905349731,0.8403302431106567,0.8351880311965942
16,22,17,21,0.7007403373718262,0.7102736234664917,0.7054908871650696
16,23,17,23,0.9333741664886475,0.9422540664672852,0.9378036260604858
16,24,17,24,0.8217585682868958,0.8247940540313721,0.8232749104499817
16,25,17,25,0.6530256271362305,0.6654985547065735,0.6592325568199158
16,26,17,25,0.5686266422271729,0.5764267444610596,0.5725134015083313
16,27,17,26,0.765806257724762,0.7945250272750854,0.780033528804779
16,28,17,28,0.6080033779144287,0.6199817061424255,0.6139633655548096
16,29,17,29,0.5315921306610107,0.547106146812439,0.5392933487892151
16,30,17,29,0.5414977073669434,0.5550882816314697,0.5482509136199951
16,31,17,32,0.5667237043380737,0.5761985778808594,0.5714414715766907
16,32,17,31,0.5694726705551147,0.5843322277069092,0.5768545866012573
17,1,18,1,0.9039652347564697,0.7416037321090698,0.8187698125839233
17,2,18,2,0.88150954246521,0.8247422575950623,0.8526536226272583
17,3,18,3,0.9656574726104736,0.9717279672622681,0.9686879515647888
17,4,18,4,0.9338434338569641,0.9522275924682617,0.9429907202720642
17,5,18,5,0.91391921043396,0.9187566637992859,0.9163347482681274
17,6,18,6,0.8432583808898926,0.86216139793396,0.8526574969291687
17,7,18,7,0.8663684129714966,0.8675757646560669,0.8669719099998474
17,8,18,8,0.778388500213623,0.8016963005065918,0.7899564504623413
17,9,18,9,0.6101690530776978,0.6227356195449829,0.616420328617096
17,10,18,11,0.9334058165550232,0.9446491003036499,0.9390106201171875
17,11,18,10,0.699339747428894,0.7095868587493896,0.7044446468353271
17,12,18,12,0.7458592057228088,0.7674278616905212,0.7565666437149048
17,13,18,13,0.840279221534729,0.8489130735397339,0.844585120677948
17,14,18,14,0.6213773488998413,0.6244744062423706,0.6229239702224731
17,15,18,15,0.8067622184753418,0.8112874031066895,0.8090216517448425
17,16,18,16,0.789898157119751,0.799697995185852,0.7947829365730286
17,17,18,17,0.8272680044174194,0.8484351634979248,0.8377847075462341
17,18,18,18,0.5640215277671814,0.5723867416381836,0.5681887269020081
17,19,18,19,0.698719322681427,0.7091978788375854,0.7039390802383423
17,20,18,20,0.6394833326339722,0.6547868251800537,0.6470898389816284
17,21,18,21,0.584463357925415,0.588995099067688,0.5867248773574829
17,22,18,22,0.8311790227890015,0.8597856760025024,0.8453613519668579
17,23,18,23,0.8324770927429199,0.8643712401390076,0.848274290561676
17,24,18,24,0.9022865295410156,0.9288939833641052,0.9154936075210571
17,25,18,26,0.6532588005065918,0.6752612590789795,0.6641688942909241
17,26,18,25,0.7694579362869263,0.795547366142273,0.7823939323425293
17,27,18,27,0.625474214553833,0.6417394280433655,0.6335546374320984
17,28,18,29,0.7575087547302246,0.7753931879997253,0.7663987874984741
17,29,18,30,0.5038141012191772,0.5179377198219299,0.5108271241188049
17,30,18,28,0.48370668292045593,0.5019599795341492,0.49274882674217224
17,31,18,30,0.49401789903640747,0.5290611982345581,0.5112394094467163
17,32,18,31,0.4647909104824066,0.4779239892959595,0.4713117182254791
18,1,19,1,0.9847204685211182,0.9172376990318298,0.9503803253173828
18,2,19,2,0.9476713538169861,0.9449541568756104,0.9463117718696594
18,3,19,3,0.8029431700706482,0.8374812602996826,0.8200303912162781
18,4,19,4,0.8349977731704712,0.8742712140083313,0.854408860206604
18,5,19,6,0.8277100920677185,0.8877924680709839,0.8572250604629517
18,6,19,7,0.6210941672325134,0.6833199262619019,0.6514645218849182
18,7,19,9,0.7517656683921814,0.7807302474975586,0.7661110758781433
18,8,19,7,0.5348434448242188,0.5658292770385742,0.5501182079315186
18,9,19,8,0.4894079566001892,0.5247815251350403,0.5067861676216125
18,10,19,8,0.5009092688560486,0.5011186003684998,0.5010139346122742
18,11,19,11,0.7469495534896851,0.7707093954086304,0.7587364912033081
18,12,19,12,0.7104002237319946,0.7661968469619751,0.737771213054657
18,13,19,13,0.6381099820137024,0.6901460289955139,0.6636181473731995
18,14,19,14,0.694443941116333,0.7562784552574158,0.724702000617981
18,15,19,17,0.4671163260936737,0.5055361390113831,0.4859466850757599
18,16,19,15,0.550581693649292,0.5789068937301636,0.5645666718482971
18,17,19,17,0.5412546396255493,0.59010249376297,0.565151035785675
18,18,19,16,0.6447435021400452,0.6683235168457031,0.6564276218414307
18,19,19,19,0.6655439734458923,0.7331640124320984,0.698536217212677
18,20,19,20,0.6028369665145874,0.659006655216217,0.6302964091300964
18,21,19,20,0.4271906316280365,0.4591086804866791,0.4428621828556061
18,22,19,23,0.6071382164955139,0.668215274810791,0.6369450688362122
18,23,19,22,0.6027978658676147,0.6457246541976929,0.6238921880722046
18,24,19,24,0.5050520896911621,0.5587308406829834,0.5312138795852661
18,25,19,25,0.47325846552848816,0.5462799072265625,0.5084600448608398
18,26,19,31,0.49268028140068054,0.5487242341041565,0.5199477076530457
18,27,19,26,0.6219967603683472,0.6658754944801331,0.6435622572898865
18,28,19,28,0.504393458366394,0.558739423751831,0.5308714509010315
18,29,19,29,0.47837623953819275,0.5130311846733093,0.4954007863998413
18,30,19,27,0.563570499420166,0.6170914173126221,0.589724063873291
18,31,19,30,0.42628562450408936,0.48785483837127686,0.4560323655605316
18,32,19,26,0.2633071839809418,0.270148366689682,0.26670584082603455
19,1,20,1,0.9704585075378418,0.8674945831298828,0.9175333976745605
19,2,20,2,0.7728179693222046,0.696544885635376,0.7336909770965576
19,3,20,2,0.3964739739894867,0.37996846437454224,0.3881334960460663
19,4,20,7,0.4244222640991211,0.49627646803855896,0.45894530415534973
19,5,20,3,0.8856942057609558,0.9009393453598022,0.893284261226654
19,6,20,8,0.2938588559627533,0.3726200759410858,0.33090439438819885
19,7,20,11,0.27727609872817993,0.34437379240989685,0.3090091049671173
19,8,20,5,0.6579180955886841,0.6618306636810303,0.6598714590072632
19,9,20,4,0.38554370403289795,0.3921293318271637,0.3888225853443146
19,10,20,10,0.3724304437637329,0.46549201011657715,0.41636931896209717
19,11,20,6,0.4692729413509369,0.49681833386421204,0.48284927010536194
19,12,20,8,0.5567601919174194,0.5819826126098633,0.5692316889762878
19,13,20,12,0.5515081882476807,0.6178684830665588,0.5837461352348328
19,14,20,14,0.4252268075942993,0.5232934951782227,0.47171857953071594
19,15,20,12,0.3610403537750244,0.3819042444229126,0.3713257908821106
19,16,20,17,0.4300301969051361,0.463629812002182,0.4465140700340271
19,17,20,16,0.5178613662719727,0.6109954118728638,0.5625041723251343
19,18,20,18,0.3483773171901703,0.4359029233455658,0.38969048857688904
19,19,20,11,0.41671496629714966,0.4611928462982178,0.43839019536972046
19,20,20,16,0.4179580807685852,0.43392297625541687,0.4258657395839691
19,21,20,19,0.5030459761619568,0.5987232327461243,0.5488035082817078
19,22,20,17,0.5245673060417175,0.5949288010597229,0.5586413741111755
19,23,20,23,0.4143747389316559,0.45339706540107727,0.4334469735622406
19,24,20,20,0.4569547772407532,0.5271618962287903,0.4908045828342438
19,25,20,22,0.4443435072898865,0.5034326314926147,0.47296619415283203
19,26,20,26,0.34396713972091675,0.4058372378349304,0.37362369894981384
19,27,20,28,0.3123549818992615,0.34649327397346497,0.3289816081523895
19,28,20,24,0.5416957139968872,0.5892950296401978,0.5649943351745605
19,29,20,25,0.3814895749092102,0.4318147301673889,0.4058729112148285
19,30,20,28,0.3452659845352173,0.3998989462852478,0.37157973647117615
19,31,20,28,0.5026968717575073,0.5686819553375244,0.5346724390983582
19,32,20,27,0.41086530685424805,0.44779694080352783,0.4289338290691376
20,1,21,1,0.9741482734680176,0.9186928272247314,0.9460142850875854
20,2,21,2,0.8539129495620728,0.9012315273284912,0.8772532343864441
20,3,21,3,0.8676714897155762,0.9219725131988525,0.8944100141525269
20,4,21,4,0.8024575710296631,0.7336686849594116,0.7672926187515259
20,5,21,7,0.355089008808136,0.43011078238487244,0.39080381393432617
20,6,21,5,0.5325352549552917,0.5350409746170044,0.5337866544723511
20,7,21,7,0.3397394120693207,0.45291441679000854,0.39226633310317993
20,8,21,9,0.3315359055995941,0.38877376914024353,0.35901597142219543
20,9,21,5,0.2625676393508911,0.3568972945213318,0.306120365858078
20,10,21,7,0.26897335052490234,0.3569693863391876,0.30986326932907104
20,11,21,6,0.4411443769931793,0.5272952914237976,0.4823000729084015
20,12,21,12,0.3123852014541626,0.43292802572250366,0.3677503168582916
20,13,21,9,0.49132418632507324,0.6489307880401611,0.5646551251411438
20,14,21,13,0.23343630135059357,0.318422794342041,0.2726379334926605
20,15,21,15,0.32615959644317627,0.4380859136581421,0.3780025541782379
20,16,21,11,0.32381385564804077,0.42951804399490356,0.3729395270347595
20,17,21,11,0.4190167784690857,0.5186809301376343,0.4661931097507477
20,18,21,15,0.29889506101608276,0.4249629080295563,0.35639768838882446
20,19,21,16,0.2764939069747925,0.3609267771244049,0.3159019649028778
20,20,21,14,0.29604101181030273,0.3954159617424011,0.3421393632888794
20,21,21,13,0.3164333999156952,0.3794125020503998,0.34649500250816345
20,22,21,16,0.2989894449710846,0.4159573018550873,0.35265684127807617
20,23,21,18,0.27987587451934814,0.41087713837623596,0.33910852670669556
20,24,21,19,0.3579558730125427,0.4380941092967987,0.39600297808647156
20,25,21,21,0.36281681060791016,0.489986777305603,0.4216342568397522
20,26,21,18,0.30945757031440735,0.42029744386672974,0.3606441617012024
20,27,21,22,0.3282170593738556,0.4489329159259796,0.3838586211204529
20,28,21,16,0.32315218448638916,0.37963005900382996,0.3502545952796936
20,29,21,24,0.4790761470794678,0.5801655650138855,0.5272034406661987
20,30,21,26,0.3080465793609619,0.3961474895477295,0.3493306338787079
20,31,21,25,0.32578444480895996,0.4045138359069824,0.3630211055278778
20,32,21,22,0.27754640579223633,0.34341105818748474,0.3087272346019745
21,1,22,1,0.8616848587989807,0.7068616151809692,0.7804434299468994
21,2,22,2,0.6238102912902832,0.5850999355316162,0.6041451692581177
21,3,22,3,0.718813955783844,0.7673641443252563,0.7426924109458923
21,4,22,5,0.5982378721237183,0.6331510543823242,0.615446925163269
21,5,22,4,0.7665262222290039,0.6476462483406067,0.7045834064483643
21,6,22,6,0.5286673307418823,0.7336410284042358,0.6227777004241943
21,7,22,7,0.42651256918907166,0.5748088359832764,0.49513956904411316
21,8,22,9,0.27149498462677,0.34629717469215393,0.3066234588623047
21,9,22,8,0.44283241033554077,0.6159945130348206,0.5222856998443604
21,10,22,7,0.385223925113678,0.5334271788597107,0.4533088505268097
21,11,22,9,0.40668922662734985,0.5666126012802124,0.4800367057323456
21,12,22,10,0.3660198450088501,0.5038821697235107,0.42945414781570435
21,13,22,11,0.272377610206604,0.41656386852264404,0.33684220910072327
21,14,22,10,0.29288250207901,0.3513796925544739,0.3208005130290985
21,15,22,15,0.3870408535003662,0.5130507946014404,0.4456137716770172
21,16,22,17,0.4469846487045288,0.5617495179176331,0.5010921955108643
21,17,22,15,0.3964278995990753,0.5141233205795288,0.45145633816719055
21,18,22,16,0.40585747361183167,0.5302788019180298,0.46391552686691284
21,19,22,17,0.31546080112457275,0.4375039041042328,0.37150415778160095
21,20,22,16,0.3441762328147888,0.45102810859680176,0.39399638772010803
21,21,22,19,0.33207181096076965,0.4615386426448822,0.3914894163608551
21,22,22,18,0.34859904646873474,0.42677661776542664,0.38571223616600037
21,23,22,24,0.3618297576904297,0.5221679210662842,0.43466755747795105
21,24,22,21,0.41000938415527344,0.6260064840316772,0.5066246390342712
21,25,22,23,0.3614802360534668,0.4786731004714966,0.4159697890281677
21,26,22,25,0.3528788089752197,0.5042350888252258,0.42182207107543945
21,27,22,32,0.3016197681427002,0.3712577819824219,0.33463215827941895
21,28,22,28,0.25108981132507324,0.3940422534942627,0.31454727053642273
21,29,22,30,0.3858286142349243,0.5357382893562317,0.45464619994163513
21,30,22,26,0.3456078767776489,0.47387388348579407,0.404690682888031
21,31,22,30,0.2773483991622925,0.3750482201576233,0.32251980900764465
21,32,22,25,0.278455913066864,0.3488580584526062,0.31167545914649963
