family,sign,rank,family_z,pid,position,token,member_z,context,trace_z
sv04_early,negative,9,-3.7735310820617274,fineweb_discovery_0341,20,(R,"L05/SV04:-3.78,L06/SV04:-3.72","athan Banks, a psychiatrist confident in his practice, until he encounters a seemingly harmless client named Emily⟦(R⟧ooney Mara). Emily comes to his attention in a depressed state via recent suicide attempt that lands her in the emergency room"," his{-0.93}  practice{+0.99} ,{+0.53}  until{+0.73}  he{-0.72}  encounters{+1.90}  a{+0.74}  seemingly{+2.83}  harmless{+0.06}  client{-0.05}  named{-0.10}  Emily{+0.13} ⟦(R{-3.77}⟧ o{-3.40} oney{-0.68}  Mara{+0.33} ).{-0.70}  Emily{-0.20}  comes{-0.76}  to{+0.52}  his{-0.83}  attention{+1.94}  in{+0.42}  a{+0.48}  depressed{+0.97}"
sv04_early,negative,10,-3.7606560040254,fineweb_discovery_0112,70,Sp,"L05/SV04:-3.80,L06/SV04:-3.67",omechanical considerations in the straight-leg-raising test. Cadaveric and clinical studies of the effects of medial hip rotation⟦Sp⟧ine 1979;4:242–250. [pmid: 157532] [doi: 10,aver{-0.26} ic{+0.75}  and{+0.99}  clinical{+0.61}  studies{+0.47}  of{+0.68}  the{+0.86}  effects{-0.36}  of{+0.27}  medial{+0.48}  hip{-1.09}  rotation{+0.42} ⟦Sp{-3.76}⟧ ine{-0.38}  {-1.51} 197{-0.82} 9{-1.00} ;{+0.03} 4{-1.94} :{-1.16} 242{-1.59} –{-1.77} 250{-0.69} .{-0.41}  [{-1.68}
sv04_early,negative,11,-3.6893076803016265,fineweb_discovery_0100,143,sg,"L05/SV04:-3.84,L06/SV04:-3.49", an element inside the team’s uncomfortable option issues recently despite the fact that dealing with nagging accidents.http://www.cardinal⟦sg⟧oodsshop.com/kolten-wong-jersey.aspx This excellent change in position additionally places Jamon Darkish, fact{+0.00}  that{+0.43}  dealing{+1.04}  with{+0.41}  nag{-1.77} ging{+0.60}  accidents{-0.73} .http{-2.17} ://{-1.84} www{-1.63} .card{-2.72} inal{-0.09} ⟦sg{-3.69}⟧ ood{-1.38} ss{-3.53} hop{-1.64} .com{-1.45} /{-1.26} kol{-2.57} ten{-0.79} -w{-2.89} ong{-1.50} -{-1.85} jer{-2.28} sey{+0.39}
sv04_early,negative,12,-3.6808911354131797,fineweb_discovery_0074,172,arod,"L05/SV04:-3.98,L06/SV04:-3.33"," claim to have met people who signed the petition dozens of times. They have launched their own version, naming it ""Tag⟦arod⟧,"" or ""emptiness,"" and handed out signature forms at Friday's rally.\n""But you can only sign it once!",".{-0.39}  They{-0.37}  have{-0.56}  launched{+0.59}  their{-0.71}  own{-0.01}  version{-0.47} ,{+0.36}  naming{+1.18}  it{-0.02}  ""{-2.03} Tag{-2.28} ⟦arod{-3.68}⟧ ,""{+0.16}  or{+0.62}  ""{-2.00} empt{-1.59} iness{+0.64} ,""{+0.25}  and{+0.38}  handed{-1.00}  out{-0.30}  signature{+1.13}  forms{-0.68}  at{-1.00}"
sv04_early,negative,13,-3.6793104644718806,fineweb_discovery_0339,101,.S,"L05/SV04:-3.54,L06/SV04:-3.77"," lamps and fixtures;\n2. Turbines – patented MagLev Barrel Generator and conventional VA Wind Turbines;\n3⟦.S⟧ustainable Materials – printed PV foils (CEA LITEN tech.)\nIn addition, we develop architectural plans for LEED",Lev{-0.75}  Barrel{+0.53}  Generator{+0.93}  and{+0.59}  conventional{+1.96}  VA{-0.51}  Wind{-1.29}  Tur{-2.31} b{-1.58} ines{-0.20} ;\n{-0.95} 3{-1.89} ⟦.S{-3.68}⟧ ustainable{+1.63}  Materials{-0.17}  –{+0.50}  printed{+1.04}  PV{-1.16}  fo{-1.69} ils{+0.05}  ({-2.19} CEA{-0.05}  L{-2.08} IT{-1.25} EN{-0.97}
sv04_early,negative,14,-3.675836047514074,fineweb_discovery_0062,13,-S,"L05/SV04:-3.52,L06/SV04:-3.79"," addition to the technical contribution, a dinner was organized at Sing⟦-S⟧ing. For those of us that participated in the dinner it was a remarkable experience. Some extremely talented girls from Adolf Fred"," addition{+1.86}  to{+1.13}  the{+1.18}  technical{+0.56}  contribution{+2.15} ,{+1.29}  a{+0.76}  dinner{+0.72}  was{+0.44}  organized{+1.07}  at{-0.98}  Sing{-1.78} ⟦-S{-3.68}⟧ ing{-1.24} .{-0.51}  For{-0.27}  those{+0.20}  of{-0.22}  us{-0.75}  that{-0.15}  participated{+1.23}  in{+0.21}  the{+0.83}  dinner{+0.85}  it{-0.05}"
sv04_early,negative,15,-3.656640129975304,fineweb_discovery_0317,202,(R,"L05/SV04:-3.68,L06/SV04:-3.58","fabrication. The longest running and most renowned multi-user program\nfor MEMS manufacturing in the world, MUMPs⟦(R⟧) uses standard yet\ndiversified process technologies that serve universities, laboratories,\ncompanies and researchers. Its versatile possibilities adapt","\n{-1.93} for{+0.13}  MEM{-1.37} S{-0.92}  manufacturing{+2.57}  in{+0.50}  the{+1.09}  world{-0.02} ,{+0.81}  M{-2.19} UM{-1.90} Ps{-0.82} ⟦(R{-3.66}⟧ ){-1.20}  uses{-0.20}  standard{+0.64}  yet{+1.40} \n{-1.46} div{-2.32} ers{-1.12} ified{+1.50}  process{+0.76}  technologies{+0.75}  that{+0.11}  serve{+0.51}"
sv04_early,negative,16,-3.6488909858100578,fineweb_discovery_0389,101,Pr,"L05/SV04:-3.54,L06/SV04:-3.71", funny name? Why another women's magazine? Is it like Cosmo? And your other questions answered.\nPocketbook Persecution⟦Pr⟧udie counsels a woman whose mother won't stop badgering her son-in-law about his religious beliefs—and other advice,mo{-1.40} ?{-1.06}  And{-0.01}  your{-0.49}  other{+0.36}  questions{+0.07}  answered{+0.66} .\n{-1.12} Pocket{+0.36} book{-0.28}  Per{-1.07} secution{+2.02} ⟦Pr{-3.65}⟧ ud{-1.70} ie{-0.26}  coun{-1.55} sels{+1.31}  a{+0.24}  woman{-0.34}  whose{+0.06}  mother{-1.08}  won't{+0.16}  stop{-0.05}  bad{-1.59} ger{-0.49}
sv04_early,negative,17,-3.640673086472263,fineweb_discovery_0188,200,.G,"L05/SV04:-3.65,L06/SV04:-3.58","Sunday : -\nSerbia Molecules Pvt. Ltd, # 3741/6, Gaushala Road, Opp⟦.G⟧aushala Janakpuri India\nAesthetix Cosmeceuticals, The Spire, "," {-1.94} 374{-0.12} 1{-0.77} /{-2.40} 6{-1.67} ,{+0.08}  Ga{-1.92} ush{-1.77} ala{+0.01}  Road{-1.94} ,{+0.48}  Opp{-2.06} ⟦.G{-3.64}⟧ a{-2.01} ush{-1.50} ala{-0.11}  Jan{-1.61} ak{-1.61} p{-2.47} uri{-0.29}  India{+0.26} \n{-1.37} A{-0.46} est{-0.99} het{-0.33}"
sv04_early,negative,18,-3.6385647732093376,fineweb_discovery_0153,92,.S,"L05/SV04:-3.59,L06/SV04:-3.64"," marine structures, power plants, equipment erection and electrical works. His classmate Vishnu (AVVV Prasad), A⟦.S⟧. Mahalle and Y.V. Ramana, all directors of projects, became key role players along with K. S"," His{-0.69}  class{-1.08} mate{-0.16}  Vish{-0.97} nu{-0.52}  ({-1.97} AV{-2.70} VV{-2.14}  Pr{-2.81} asad{-1.00} ),{+0.57}  A{-0.98} ⟦.S{-3.64}⟧ .{-0.70}  Mah{-1.48} alle{-1.26}  and{+0.53}  Y{-1.80} .V{-3.59} .{-0.90}  Ram{-2.31} ana{-0.21} ,{+0.34}  all{+0.44}  directors{-0.30}"
sv04_early,negative,19,-3.629007489632487,fineweb_discovery_0336,66,.r,"L05/SV04:-3.60,L06/SV04:-3.61", growing and connecting with the MTB community is the driving forces to keep us entertained with their fun content.\nPersonal website: www⟦.r⟧idemtb.com\nYouTube Channel: https://www.youtube.com/c/KyleAprilRideMtb\nWhat is, keep{+0.95}  us{-1.08}  entertained{+2.01}  with{-0.13}  their{-0.62}  fun{-0.50}  content{+0.24} .\n{-2.00} Personal{+0.03}  website{-0.07} :{-0.28}  www{-1.98} ⟦.r{-3.63}⟧ id{-2.80} emt{-3.29} b{-2.11} .com{-2.16} \n{-2.02} You{-1.39} Tube{-0.21}  Channel{+0.33} :{-0.18}  https{-1.91} ://{-1.33} www{-1.78}
sv04_early,negative,20,-3.621940097398107,fineweb_discovery_0333,23, Rad,"L05/SV04:-3.75,L06/SV04:-3.45"," should be very worried about their club’s 11/2-rated title chances, especially after the catastrophe that was⟦ Rad⟧amel Falcao’s season-long loan.\nLike the Colombian, Llorente is a back-to-goal striker rather","/{-1.86} 2{-1.80} -rated{-0.06}  title{+0.31}  chances{+0.22} ,{+0.45}  especially{+2.19}  after{+0.75}  the{+0.23}  catastrophe{+1.25}  that{+0.30}  was{+0.64} ⟦ Rad{-3.62}⟧ amel{-0.73}  F{-1.96} alc{-0.87} ao{-0.57} ’s{-0.24}  season{+0.16} -long{+0.15}  loan{-0.44} .\n{-1.19} Like{+0.22}  the{+0.48}  Colombian{+0.18}"
sv04_early,negative,21,-3.577801613193,fineweb_discovery_0229,163,.st,"L05/SV04:-3.68,L06/SV04:-3.43",ogy or planetary science. Details of the department's areas of research emphasis and current facilities may be found at http://www⟦.st⟧onybrook.edu/geosciences.\nThe successful candidate must have a Ph.D. in the geosciences or closely related, research{+0.87}  emphasis{+2.43}  and{+1.00}  current{+1.45}  facilities{+1.52}  may{+0.92}  be{+1.33}  found{+1.41}  at{-0.22}  http{-1.48} ://{-0.60} www{-1.61} ⟦.st{-3.58}⟧ ony{-0.91} brook{-0.92} .edu{-0.62} /ge{-2.21} osc{-1.67} iences{-0.21} .\n{-0.80} The{+0.89}  successful{+1.33}  candidate{+1.46}  must{+0.70}  have{+0.50}
sv04_early,negative,22,-3.549669750758754,fineweb_discovery_0159,45, ox,"L05/SV04:-3.50,L06/SV04:-3.55"," Planes, trains, and automobiles, and even a “rumor” that some speakers may have gotten there by …⟦ ox⟧ cart and in the cargo hold of container ships.\nVolcanic ash in the atmosphere canceled thousands of flights across Europe,",rum{-2.49} or{-0.67} ”{+0.24}  that{+0.32}  some{+0.40}  speakers{+0.82}  may{+0.29}  have{+0.06}  gotten{-0.72}  there{-0.11}  by{+0.24}  …{-0.49} ⟦ ox{-3.55}⟧  cart{-1.07}  and{+0.37}  in{-0.48}  the{+0.45}  cargo{-0.33}  hold{+0.91}  of{+0.24}  container{+0.93}  ships{-0.98} .\n{-1.53} Vol{-2.98} can{-2.39}
sv04_early,negative,23,-3.5389575192056384,fineweb_discovery_0362,234,ox,"L05/SV04:-3.46,L06/SV04:-3.57"," is now a retail giant, DRTV ads now often direct consumers to the OxiClean Web site (www.⟦ox⟧iclean.com) for purchase, as well as for special coupon offers to purchase at retail outlets. DRT"," direct{+0.30}  consumers{+0.85}  to{+1.28}  the{+0.73}  O{-2.12} xi{-1.50} Clean{-0.56}  Web{-1.44}  site{-0.13}  ({-1.43} www{-1.92} .{-1.01} ⟦ox{-3.54}⟧ icle{-0.55} an{-0.65} .com{-1.60} ){+0.56}  for{+0.40}  purchase{+2.01} ,{+0.90}  as{-0.13}  well{-0.48}  as{+1.33}  for{-0.26}  special{+0.25}"
sv04_early,negative,24,-3.5243371476432244,fineweb_discovery_0363,191,.M,"L05/SV04:-3.67,L06/SV04:-3.33","/3 kW nightFormat: TalkKALY(AM) Los Ranchos De Albuquerque (Albuquerque), N⟦.M⟧.Price: $650,000Buyer: ABC Radio Inc. (John Hare, president, ABC Radio); owns 68","AM{-2.29} ){-0.04}  Los{-2.10}  Ranch{-1.61} os{-1.70}  De{-1.48}  Albuquerque{+1.25}  ({-1.93} Al{-3.38} buquerque{+1.11} ),{+0.81}  N{-2.00} ⟦.M{-3.52}⟧ .Price{-1.70} :{+0.13}  ${-1.98} 650{-0.99} ,{+0.14} 000{-0.66} Buyer{+0.28} :{+0.08}  ABC{-1.05}  Radio{-0.80}  Inc{-1.31} .{-0.07}"
sv04_early,negative,25,-3.51830346446212,fineweb_discovery_0081,251,Kom,"L05/SV04:-3.57,L06/SV04:-3.42", server.\nFind out detailed information about Komplete Lite and its features at http://cms.interaktonline.com/products/⟦Kom⟧pleteLite/ You may, features{+0.23}  at{-0.33}  http{-1.60} ://{-0.72} cms{-1.52} .inter{-2.16} ak{-2.48} ton{-1.65} line{+0.18} .com{-1.57} /products{-1.48} /{-1.43} ⟦Kom{-3.52}⟧ plete{+0.81} Lite{-0.94} /{-1.51}  You{+0.12}  may{+1.00}
sv04_early,negative,26,-3.5056661673069622,fineweb_discovery_0104,24, Os,"L05/SV04:-3.50,L06/SV04:-3.47"," a good mix of local shops and other town centre amenities. There are a number of national retailers close by, including⟦ Os⟧waldtwistle Mills, Coral Bookmakers and McColls Convenience Store. Union Road is the main road through Oswald",".{-0.08}  There{+0.53}  are{-0.10}  a{-0.42}  number{-0.55}  of{+1.11}  national{+0.07}  retailers{+0.88}  close{-0.64}  by{+0.59} ,{+0.45}  including{+2.89} ⟦ Os{-3.51}⟧ wald{-0.84} tw{-2.91} istle{+0.63}  Mills{-0.68} ,{+0.48}  Coral{-0.18}  Book{-0.92} makers{+0.42}  and{+0.57}  Mc{-2.79} Coll{-1.00} s{-1.94}"
sv04_early,negative,27,-3.5014702123752284,fineweb_discovery_0103,76,(D,"L05/SV04:-3.24,L06/SV04:-3.72"," cultural and sporting events that incorporate a myriad of human skills and expression.\nSHATAM which incorporates the elements of Nritya⟦(D⟧ance), Krida(Play), Natya(Drama) and Kala Kriti(Creativity) will see participation by"," expression{+1.15} .\n{-1.78} SH{-2.61} AT{-2.19} AM{-1.86}  which{+0.82}  incorporates{+2.01}  the{+0.68}  elements{+0.21}  of{+0.55}  Nr{-2.45} itya{-0.45} ⟦(D{-3.50}⟧ ance{-0.65} ),{+0.13}  Kr{-3.12} ida{-0.77} ({-2.61} Play{-0.83} ),{+0.27}  Nat{-3.13} ya{-0.67} ({-2.41} Drama{-0.52} ){-0.22}"
sv04_early,negative,28,-3.4778681664080837,fineweb_discovery_0097,21,‘,"L05/SV04:-3.19,L06/SV04:-3.72","!’\nSome people are talking loudly about something else, and Hairy Maclary overrides their conservation.\n⟦‘⟧She obviously had two accounts. It’s all very suspicious, and I don’t think Tic Tok can keep that. Hair"," something{+0.45}  else{+0.46} ,{+0.06}  and{-0.40}  Hair{-2.12} y{-0.50}  Mac{-3.08} lary{-0.67}  overrides{+0.84}  their{-0.78}  conservation{+1.60} .\n{-2.03} ⟦‘{-3.48}⟧ She{-1.24}  obviously{+1.17}  had{-1.09}  two{-1.31}  accounts{+0.15} .{-0.72}  It{-0.54} ’s{-0.29}  all{+0.03}  very{-0.31}  suspicious{+1.18} ,{+0.23}"
sv04_early,negative,29,-3.469973946158261,fineweb_discovery_0020,247,.S,"L05/SV04:-3.48,L06/SV04:-3.41", setting sun paint a new scene for me to snap a photo of.\nYou can find more of my photos here.\nP⟦.S⟧. Soon I will be able to share photos, of{+0.43} .\n{-1.55} You{-1.07}  can{+0.25}  find{+1.01}  more{+0.24}  of{+0.58}  my{-0.40}  photos{-0.92}  here{+0.75} .\n{-1.52} P{-2.31} ⟦.S{-3.47}⟧ .{-0.08}  Soon{-0.88}  I{-0.41}  will{+0.20}  be{+1.18}  able{+0.05}  to{+0.77}  share{+1.21}  photos{-0.57}
sv04_early,negative,30,-3.4430732406435594,fineweb_discovery_0127,71,.G,"L05/SV04:-3.39,L06/SV04:-3.45",", domestic violence and harassment for dowry; and against usury by private moneylenders.\nMeanwhile, Ajay T⟦.G⟧. in Chhatisgarh also joined the People’s Union for Civil Liberties, investigating, again, staged encounter killings","ury{+0.49}  by{+0.62}  private{+0.87}  money{-0.34} l{-1.46} enders{+0.03} .\n{-1.37} Meanwhile{+1.38} ,{+0.72}  Aj{-2.01} ay{-0.16}  T{-1.87} ⟦.G{-3.44}⟧ .{-0.51}  in{+0.36}  Ch{-2.89} h{-2.29} atis{-2.91} garh{-0.18}  also{+1.14}  joined{+0.57}  the{+0.71}  People{+0.23} ’s{+0.05}  Union{-0.03}"
sv03_mid,positive,1,3.576703202369043,fineweb_discovery_0315,24, providing,"L09/SV03:+3.85,L10/SV03:+3.45,L11/SV03:+3.53,L12/SV03:+3.21"," American Plumbing, Your Plumbers in New Port Richey & Surrounding Areas!\nAll American Plumbing Services has been⟦ providing⟧ dependable professional plumbing services to homeowners and business owners in the Tampa Bay area for over 10 years. With 24/",y{-0.32}  &{-0.59}  Surround{-1.89} ing{+0.74}  Areas{+0.51} !\n{+0.15} All{-0.22}  American{+0.51}  Plumbing{+0.47}  Services{+0.43}  has{+1.13}  been{+2.28} ⟦ providing{+3.58}⟧  dependable{+1.57}  professional{+1.66}  plumbing{-0.44}  services{+1.39}  to{+1.88}  homeowners{+0.46}  and{+0.14}  business{-0.36}  owners{+0.97}  in{+0.53}  the{-0.88}  Tampa{-1.22}
sv03_mid,positive,2,3.319581498838643,fineweb_discovery_0103,133, being,"L09/SV03:+3.21,L10/SV03:+3.28,L11/SV03:+3.39,L12/SV03:+3.15"," KLE Family.\nThe event formally commenced with a 3 days, 7-a-side Flood Light Football tournament which is⟦ being⟧ played at the Lingraj College grounds, Belagavi. The tournament commenced with a ceremonial kick off by renowned sports exponent"," days{+0.15} ,{+1.09}  {-1.55} 7{-0.57} -a{-0.91} -side{-0.18}  Flood{-1.08}  Light{+0.33}  Football{+0.19}  tournament{+0.89}  which{+1.28}  is{+0.44} ⟦ being{+3.32}⟧  played{+2.13}  at{+0.58}  the{-0.76}  Ling{-1.36} raj{-1.30}  College{-0.16}  grounds{-0.29} ,{+1.01}  Bel{-1.35} ag{-2.12} avi{-0.70} .{+0.34}"
sv03_mid,positive,3,3.149997146280308,fineweb_discovery_0212,243, being,"L09/SV03:+3.11,L10/SV03:+3.24,L11/SV03:+3.12,L12/SV03:+2.90"," USD ), which are expensive for a huge cross section of Guys, the point is also that Gynecomastia surgical procedure⟦ being⟧ actually a cosmetic operation is not taken care of by insurance.\nS",",{+1.40}  the{+1.48}  point{+0.72}  is{+1.54}  also{+1.74}  that{+0.94}  Gy{-1.72} ne{-2.65} com{-2.37} astia{-1.46}  surgical{+0.69}  procedure{+1.38} ⟦ being{+3.15}⟧  actually{+2.84}  a{+0.09}  cosmetic{-0.29}  operation{+1.24}  is{+1.17}  not{+0.34}  taken{+1.36}  care{+1.06}  of{+1.49}  by{+1.24}  insurance{+0.48} .\n{-0.72}"
sv03_mid,positive,4,3.148632336886103,fineweb_discovery_0101,47, providing,"L09/SV03:+3.32,L10/SV03:+3.07,L11/SV03:+3.08,L12/SV03:+2.89",ization Services. Our Open source CMS serves as an easy and powerful way to implementRead More..\nSprintline is specialized in⟦ providing⟧ custom ecommerce web design services and building special applications that are specificRead More..\nEnterprise-wide solutions transforming highly complex business requirements into, powerful{+1.38}  way{+1.54}  to{+0.62}  implement{+1.56} Read{-1.28}  More{-0.70} ..\n{-1.30} Sprint{-1.07} line{+0.06}  is{+0.70}  specialized{+2.02}  in{+1.49} ⟦ providing{+3.15}⟧  custom{+0.27}  ecommerce{+0.24}  web{-1.08}  design{+0.31}  services{+0.68}  and{+0.86}  building{+1.58}  special{+0.63}  applications{+1.43}  that{+1.20}  are{-0.41}  specific{+1.83}
sv03_mid,positive,5,3.130221695323252,fineweb_discovery_0243,239, being,"L09/SV03:+2.82,L10/SV03:+3.19,L11/SV03:+3.07,L12/SV03:+3.21"," decamping off to Belgium a couple years ago. Actually, the strangest part of this trip has been the feeling of⟦ being⟧ in a foreign country, even though it’s a country that I’ve spent almost half"," the{-0.68}  strang{-1.92} est{+0.71}  part{+0.41}  of{+0.13}  this{-0.29}  trip{+0.07}  has{-0.65}  been{+2.49}  the{+0.26}  feeling{+2.19}  of{+0.76} ⟦ being{+3.13}⟧  in{+1.15}  a{-0.62}  foreign{+0.46}  country{+1.02} ,{+1.46}  even{+1.69}  though{+1.89}  it{-1.12} ’s{-0.52}  a{-0.97}  country{+1.02}  that{+1.53}"
sv03_mid,positive,6,3.0821023544635886,fineweb_discovery_0286,153, following,"L09/SV03:+3.34,L10/SV03:+3.06,L11/SV03:+3.04,L12/SV03:+2.67",".\nUnder each application on the Homepage, there will be a list of requirements for completion. Each requirement will have one of⟦ following⟧ as a status:\nFor Supplemental Forms:\nNot Started -A request has been made to send instructions to complete a required form", list{+1.02}  of{+1.28}  requirements{+1.09}  for{+0.85}  completion{+1.44} .{+0.47}  Each{+1.34}  requirement{+1.33}  will{+0.13}  have{+1.27}  one{-0.23}  of{+0.61} ⟦ following{+3.08}⟧  as{+1.02}  a{-0.69}  status{+0.25} :\n{-0.61} For{-0.29}  Supplemental{-0.21}  Forms{-0.98} :\n{-0.30} Not{-0.83}  Started{-0.15}  -{+1.82} A{+0.73}
sv03_mid,positive,7,3.069066202115322,fineweb_discovery_0131,133, essentially,"L09/SV03:+3.07,L10/SV03:+2.92,L11/SV03:+3.07,L12/SV03:+2.99"," in interviews with people who knew or taught Esperanza as she was growing and developing as an artist. And that refrain was⟦ essentially⟧, ""Finally, a Best New Artist winner worthy of the title"". I should hasten to add that no one I"," was{+1.48}  growing{+1.24}  and{+1.23}  developing{+2.01}  as{+1.28}  an{-1.01}  artist{+0.07} .{+0.69}  And{+1.05}  that{+0.26}  refrain{+1.23}  was{+1.56} ⟦ essentially{+3.07}⟧ ,{+0.45}  ""{+0.22} Finally{+0.68} ,{+1.22}  a{+0.98}  Best{-0.68}  New{-0.84}  Artist{-0.85}  winner{+0.76}  worthy{+0.94}  of{+1.26}  the{-0.70}"
sv03_mid,positive,8,3.0575597327866504,fineweb_discovery_0194,46, exercising,"L09/SV03:+3.07,L10/SV03:+2.88,L11/SV03:+3.16,L12/SV03:+2.89", always cross the greater mile and include the bench press for your weightlifting workout routines.\nMilitary press is a weightlifting training⟦ exercising⟧ that is best while finished status. It does movement on your shoulder muscle tissue and your rotator cuff. As you can, weight{-0.78} lifting{+0.85}  workout{+0.42}  routines{+1.22} .\n{-0.46} Military{-0.09}  press{-0.48}  is{+0.61}  a{+0.69}  weight{-0.64} lifting{+0.93}  training{+1.23} ⟦ exercising{+3.06}⟧  that{+1.49}  is{-0.67}  best{+1.35}  while{+2.59}  finished{+1.82}  status{+0.45} .{+0.85}  It{-0.76}  does{+0.05}  movement{+1.21}  on{+1.04}  your{-0.17}
sv03_mid,positive,9,2.9950332911387956,fineweb_discovery_0333,252, publishing,"L09/SV03:+3.19,L10/SV03:+2.94,L11/SV03:+2.91,L12/SV03:+2.72",", to fill his centre forward need rather than Llorente.\nAll Odds and Markets are correct as of the date of⟦ publishing⟧.\nFancy a flutter",.\n{-0.32} All{+0.29}  Odds{-0.39}  and{+0.53}  Markets{-0.66}  are{+0.88}  correct{+1.23}  as{+0.60}  of{+1.19}  the{-0.16}  date{+0.63}  of{-0.20} ⟦ publishing{+3.00}⟧ .\n{-0.38} Fancy{+0.00}  a{+1.52}  flutter{-1.03}
sv03_mid,positive,10,2.9949184778850637,fineweb_discovery_0189,212, be,"L09/SV03:+2.44,L10/SV03:+3.15,L11/SV03:+3.20,L12/SV03:+2.96"," and other school fees, academic and extracurricular expenses, the purchase of textbooks, the lack of stipend and transportation fare ceased to⟦ be⟧ constant worries in the pursuit of a college degree. Each grantee is entitled to P30,000 per semester, and"," of{+1.49}  textbooks{-0.38} ,{+1.35}  the{-0.45}  lack{+0.90}  of{-0.18}  stipend{+0.29}  and{+1.57}  transportation{+0.43}  fare{-0.11}  ceased{+0.73}  to{+0.85} ⟦ be{+2.99}⟧  constant{+1.55}  worries{+1.79}  in{+0.79}  the{-0.91}  pursuit{+2.09}  of{+0.27}  a{-0.36}  college{+0.01}  degree{+0.65} .{+0.62}  Each{+1.53}  gr{-2.30}"
sv03_mid,positive,11,2.9757143872688934,fineweb_discovery_0188,96, providing,"L09/SV03:+3.09,L10/SV03:+3.04,L11/SV03:+2.84,L12/SV03:+2.71","i (Punjab, India), we are involved in offering quality assured array of products. Apart from this we also engaged in⟦ providing⟧ Third Party Manufacturing And Franchise Service.\nMonday :Open 24 hours - Open 24 hours\nTuesday :Open 24", assured{+1.20}  array{+0.52}  of{+1.86}  products{+0.19} .{+0.48}  Apart{-0.51}  from{+1.64}  this{+1.43}  we{+1.05}  also{+0.01}  engaged{+1.68}  in{-0.46} ⟦ providing{+2.98}⟧  Third{-0.94}  Party{+0.35}  Manufacturing{+1.12}  And{+0.27}  Franchise{-0.71}  Service{+0.13} .\n{-0.57} Monday{+0.23}  :{+0.32} Open{-0.31}  {-0.60} 24{-0.69}
sv03_mid,positive,12,2.938944832649402,fineweb_discovery_0240,246, easily,"L09/SV03:+2.68,L10/SV03:+2.98,L11/SV03:+2.93,L12/SV03:+2.94"," and the silly/weak/vain mother (Kaplan 128). Ray and Lila, as mothers, can very⟦ easily⟧ be seen as “bad mothers” in the eyes","128{-0.33} ).{+0.18}  Ray{-1.39}  and{+0.23}  L{-2.51} ila{-0.66} ,{+0.85}  as{+0.87}  mothers{-0.72} ,{+1.38}  can{+1.22}  very{-0.51} ⟦ easily{+2.94}⟧  be{-0.10}  seen{+2.10}  as{+0.46}  “{-0.97} bad{-0.76}  mothers{+0.22} ”{+1.17}  in{+0.87}  the{-0.48}  eyes{+1.06}"
sv03_mid,positive,13,2.9288577631682506,fineweb_discovery_0217,105, considered,"L09/SV03:+3.36,L10/SV03:+3.13,L11/SV03:+2.64,L12/SV03:+2.37"," as a member of such partnership,"" in which case ""the transaction shall, except as otherwise provided in this section, be⟦ considered⟧ as occurring between the partnership and one who is not a partner.""\nThe idea of this rule is that if you are an"," transaction{+0.30}  shall{+0.56} ,{+0.52}  except{+0.40}  as{+0.98}  otherwise{+1.77}  provided{+1.46}  in{+0.92}  this{-0.15}  section{+0.19} ,{+1.25}  be{+0.86} ⟦ considered{+2.93}⟧  as{+2.00}  occurring{+1.90}  between{+1.33}  the{-0.30}  partnership{-0.02}  and{+0.55}  one{+0.09}  who{+1.13}  is{-0.78}  not{+0.50}  a{-0.71}  partner{-0.32}"
sv03_mid,positive,14,2.9225935375968555,fineweb_discovery_0250,114,ieving,"L09/SV03:+3.20,L10/SV03:+2.98,L11/SV03:+2.76,L12/SV03:+2.53"," Cost pressures\n- Investment in new technologies\n- Optimizing R&D and innovation efforts\n- Production efficiency\n- Ach⟦ieving⟧ rapid, sustainable, and profitable growth\n- Different approaches needed in developed and developing markets\nEnergy Expertise Coupled with Target"," R{-2.51} &D{-0.34}  and{+1.17}  innovation{+0.51}  efforts{+1.11} \n{-0.24} -{+0.13}  Production{+0.60}  efficiency{+1.23} \n{-0.05} -{-0.57}  Ach{-1.35} ⟦ieving{+2.92}⟧  rapid{+0.51} ,{+1.16}  sustainable{+1.50} ,{-0.47}  and{+1.50}  profitable{+1.26}  growth{+0.07} \n{-0.10} -{+0.68}  Different{+0.51}  approaches{+1.51}  needed{+1.80}"
sv03_mid,positive,15,2.9140924959234207,fineweb_discovery_0295,74, being,"L09/SV03:+2.78,L10/SV03:+3.04,L11/SV03:+2.94,L12/SV03:+2.68"," passengers, who Ms. Seagle said are in the process of forming an LLC. The two journalists, who are technically⟦ being⟧ hired by the passengers, will be paid for their services out of that advance. Whatever remains will be split evenly among the"," of{+0.69}  forming{+0.75}  an{-1.02}  LLC{-0.70} .{-0.32}  The{+0.08}  two{-0.63}  journalists{-0.34} ,{+0.02}  who{+0.55}  are{-0.50}  technically{+1.36} ⟦ being{+2.91}⟧  hired{+1.62}  by{+0.99}  the{-1.26}  passengers{-0.08} ,{+0.72}  will{-0.21}  be{-0.48}  paid{+0.52}  for{+0.59}  their{-0.70}  services{-0.04}  out{-0.88}"
